County_ID,County_Name,Dist_ID,District_Name,School_ID,School_Name,PRGCODE,WH_M,WH_F,BL_M,BL_F,HI_M,HI_F,AS_M,AS_F,AM_M,AM_F,PI_M,PI_F,MU_M,MU_F,Row_Total,Free_Lunch,Reduced_Price_Lunch,English_Learners,Migrant
01,ATLANTIC,0110,Atlantic City Public Schools,050,Chelsea Heights School,04,3,1,8,3,7,8,3,3,0,0,0,0,0,1,37,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,050,Chelsea Heights School,05,2,0,7,5,5,11,5,1,0,0,0,0,0,0,36,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,050,Chelsea Heights School,06,1,0,8,4,8,4,3,2,0,0,0,1,0,0,31,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,050,Chelsea Heights School,07,1,3,3,5,15,20,7,10,0,0,0,0,0,0,64,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,050,Chelsea Heights School,08,2,1,6,4,21,11,14,9,0,0,0,0,0,0,68,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,050,Chelsea Heights School,55,11,10,58,39,84,91,44,47,0,0,1,1,1,1,388,319,25,31,0
01,ATLANTIC,0110,Atlantic City Public Schools,060,Texas Avenue School,KF,0,0,2,7,33,35,7,16,0,0,0,0,0,0,100,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,060,Texas Avenue School,01,0,0,1,2,23,31,7,12,0,0,0,0,0,0,76,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,060,Texas Avenue School,02,0,0,3,1,29,32,14,9,0,0,1,0,0,0,89,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,060,Texas Avenue School,03,0,0,0,1,31,30,15,6,0,0,0,0,0,0,83,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,060,Texas Avenue School,04,1,0,6,0,23,20,9,11,0,0,0,0,0,0,70,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,060,Texas Avenue School,05,0,1,1,3,20,20,14,10,0,0,1,2,0,0,72,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,060,Texas Avenue School,06,0,0,2,1,15,18,10,11,0,0,1,2,0,0,60,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,060,Texas Avenue School,07,1,0,2,3,14,17,5,11,1,0,0,0,0,0,54,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,060,Texas Avenue School,55,2,1,17,18,188,203,81,86,1,0,3,4,0,0,604,538,24,155,0
01,ATLANTIC,0110,Atlantic City Public Schools,070,New York Avenue School,PF,0,0,16,14,4,9,3,1,0,0,0,0,0,0,47,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,070,New York Avenue School,KF,0,0,30,23,5,11,3,1,0,0,0,1,0,0,74,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,070,New York Avenue School,01,0,1,27,30,7,6,1,3,0,0,0,1,1,0,77,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,070,New York Avenue School,02,0,0,27,19,5,9,1,2,0,0,0,0,0,0,63,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,070,New York Avenue School,03,1,0,25,18,11,6,1,1,0,0,0,1,0,0,64,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,070,New York Avenue School,04,1,1,20,19,10,7,0,0,0,0,2,0,0,0,60,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,070,New York Avenue School,05,0,0,21,18,3,7,1,4,0,0,0,1,1,0,56,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,070,New York Avenue School,06,0,0,19,16,3,5,0,1,0,0,1,0,0,0,45,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,070,New York Avenue School,07,0,0,18,20,4,2,0,1,0,0,0,1,1,0,47,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,070,New York Avenue School,08,0,0,19,25,6,11,2,0,0,0,2,0,0,0,65,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,070,New York Avenue School,UG,1,0,9,0,5,0,1,0,0,0,0,0,0,0,16,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,070,New York Avenue School,55,3,2,231,202,63,73,13,14,0,0,5,5,3,0,614,570,17,37,0
01,ATLANTIC,0110,Atlantic City Public Schools,080,Uptown School Complex,KF,0,0,22,28,1,3,0,1,0,0,0,0,0,0,55,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,080,Uptown School Complex,01,0,0,25,21,1,3,0,0,0,0,0,0,0,0,50,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,080,Uptown School Complex,02,0,1,26,22,7,5,0,0,0,0,0,0,0,0,61,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,080,Uptown School Complex,03,1,2,16,21,5,6,1,1,0,0,0,0,0,0,53,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,080,Uptown School Complex,04,0,0,22,28,4,2,0,0,0,0,0,0,0,0,56,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,080,Uptown School Complex,05,0,0,17,21,4,5,0,0,0,0,0,0,0,0,47,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,080,Uptown School Complex,06,0,1,25,22,6,4,0,0,0,0,0,0,0,0,58,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,080,Uptown School Complex,07,1,1,22,25,10,10,0,2,0,0,0,0,0,0,71,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,080,Uptown School Complex,08,1,0,23,35,6,9,0,0,0,0,0,1,0,0,75,,,,
01,ATLANTIC,1410,ESTELL MANOR CITY SCHOOL DISTRICT,999,District Total,55,81,96,1,1,1,2,2,2,0,0,0,0,2,1,189,17,9,0,0
01,ATLANTIC,1540,Folsom Borough School District,050,Folsom Elementary School,PF,8,6,0,0,0,2,0,0,0,0,0,0,1,1,18,,,,
01,ATLANTIC,1540,Folsom Borough School District,050,Folsom Elementary School,KF,17,8,1,0,1,3,1,0,0,0,0,0,1,0,32,,,,
01,ATLANTIC,1540,Folsom Borough School District,050,Folsom Elementary School,01,20,22,0,0,2,2,1,0,0,0,0,0,0,0,47,,,,
01,ATLANTIC,1540,Folsom Borough School District,050,Folsom Elementary School,02,15,25,0,2,1,1,0,0,0,0,0,0,0,0,44,,,,
01,ATLANTIC,1540,Folsom Borough School District,050,Folsom Elementary School,03,18,18,1,2,2,1,0,1,0,0,0,0,0,0,43,,,,
01,ATLANTIC,1540,Folsom Borough School District,050,Folsom Elementary School,04,17,21,2,2,1,3,0,0,0,0,0,0,0,0,46,,,,
01,ATLANTIC,1540,Folsom Borough School District,050,Folsom Elementary School,05,15,23,1,0,4,2,0,0,0,0,0,0,0,0,45,,,,
01,ATLANTIC,1540,Folsom Borough School District,050,Folsom Elementary School,06,18,22,1,2,1,3,1,0,0,0,0,0,0,0,48,,,,
01,ATLANTIC,1540,Folsom Borough School District,050,Folsom Elementary School,07,26,13,0,0,3,3,0,0,0,0,0,0,0,0,45,,,,
01,ATLANTIC,1540,Folsom Borough School District,050,Folsom Elementary School,08,23,17,1,2,3,2,0,0,0,0,0,1,0,0,49,,,,
01,ATLANTIC,1540,Folsom Borough School District,050,Folsom Elementary School,55,177,175,7,10,18,22,3,1,0,0,0,1,2,1,417,100,47,2,3
01,ATLANTIC,1540,Folsom Borough School District,999,District Total,PF,8,6,0,0,0,2,0,0,0,0,0,0,1,1,18,,,,
01,ATLANTIC,1540,Folsom Borough School District,999,District Total,KF,17,8,1,0,1,3,1,0,0,0,0,0,1,0,32,,,,
01,ATLANTIC,1540,Folsom Borough School District,999,District Total,01,20,22,0,0,2,2,1,0,0,0,0,0,0,0,47,,,,
01,ATLANTIC,1540,Folsom Borough School District,999,District Total,02,15,25,0,2,1,1,0,0,0,0,0,0,0,0,44,,,,
01,ATLANTIC,1540,Folsom Borough School District,999,District Total,03,18,18,1,2,2,1,0,1,0,0,0,0,0,0,43,,,,
01,ATLANTIC,1540,Folsom Borough School District,999,District Total,04,17,21,2,2,1,3,0,0,0,0,0,0,0,0,46,,,,
01,ATLANTIC,1540,Folsom Borough School District,999,District Total,05,15,23,1,0,4,2,0,0,0,0,0,0,0,0,45,,,,
01,ATLANTIC,1540,Folsom Borough School District,999,District Total,06,18,22,1,2,1,3,1,0,0,0,0,0,0,0,48,,,,
01,ATLANTIC,1540,Folsom Borough School District,999,District Total,07,26,13,0,0,3,3,0,0,0,0,0,0,0,0,45,,,,
01,ATLANTIC,1540,Folsom Borough School District,999,District Total,08,23,17,1,2,3,2,0,0,0,0,0,1,0,0,49,,,,
01,ATLANTIC,1540,Folsom Borough School District,999,District Total,55,177,175,7,10,18,22,3,1,0,0,0,1,2,1,417,100,47,2,3
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,015,Arthur Rann Elementary School,KF,28,26,5,3,6,3,5,6,0,0,0,0,1,2,85,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,015,Arthur Rann Elementary School,01,26,20,4,5,12,13,8,4,0,0,0,0,1,4,97,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,015,Arthur Rann Elementary School,02,25,22,4,7,12,8,6,6,0,0,0,0,2,2,94,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,015,Arthur Rann Elementary School,03,18,26,3,3,10,18,9,3,0,0,0,0,2,0,92,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,015,Arthur Rann Elementary School,04,22,22,8,7,6,9,7,14,0,0,1,0,0,0,96,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,015,Arthur Rann Elementary School,05,27,17,6,2,10,6,9,9,1,0,0,0,0,0,87,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,015,Arthur Rann Elementary School,06,29,23,3,7,6,9,6,6,0,0,0,0,1,0,90,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,015,Arthur Rann Elementary School,UG,2,4,6,0,3,1,0,0,0,0,0,0,0,0,16,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,015,Arthur Rann Elementary School,55,177,160,39,34,65,67,50,48,1,0,1,0,7,8,657,250,75,47,1
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,016,Galloway Township Middle School,07,86,101,30,38,32,19,29,28,0,0,0,1,2,2,368,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,016,Galloway Township Middle School,08,120,120,36,42,25,22,33,24,0,0,1,2,1,2,428,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,016,Galloway Township Middle School,UG,9,7,8,4,2,2,2,1,0,0,0,0,0,0,35,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,016,Galloway Township Middle School,55,215,228,74,84,59,43,64,53,0,0,1,3,3,4,831,256,110,9,0
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,040,Pomona Elementary School,PF,6,9,2,1,3,3,3,1,0,0,0,0,1,1,30,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,040,Pomona Elementary School,UG,11,3,2,1,9,8,3,0,0,0,0,0,2,2,41,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,040,Pomona Elementary School,55,17,12,4,2,12,11,6,1,0,0,0,0,3,3,71,38,14,14,0
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,045,Reeds Road Elementary School,KF,18,13,5,2,5,7,9,10,0,0,0,0,1,0,70,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,045,Reeds Road Elementary School,01,21,20,4,5,9,10,5,9,0,0,0,0,2,1,86,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,045,Reeds Road Elementary School,02,22,21,5,6,9,7,10,8,0,0,0,0,4,0,92,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,045,Reeds Road Elementary School,03,12,18,7,5,7,6,9,11,0,0,0,1,3,2,81,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,045,Reeds Road Elementary School,04,21,23,7,5,7,10,10,11,0,0,0,0,0,1,95,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,045,Reeds Road Elementary School,05,26,18,6,3,9,7,8,20,0,0,0,0,0,1,98,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,045,Reeds Road Elementary School,06,23,23,4,6,8,16,9,13,0,0,1,0,2,0,105,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,045,Reeds Road Elementary School,UG,9,0,5,1,6,1,1,0,0,1,0,0,0,0,24,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,045,Reeds Road Elementary School,55,152,136,43,33,60,64,61,82,0,1,1,1,12,5,651,225,92,43,0
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,046,Roland Rogers Elementary School,KF,17,21,8,10,11,5,4,1,0,0,0,0,3,1,81,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,046,Roland Rogers Elementary School,01,18,14,5,10,6,4,6,1,0,0,0,0,2,5,71,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,046,Roland Rogers Elementary School,02,15,10,3,7,3,6,1,3,0,0,0,0,3,1,52,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,046,Roland Rogers Elementary School,03,18,19,7,2,4,7,3,2,0,0,0,0,2,1,65,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,046,Roland Rogers Elementary School,04,19,15,9,7,8,4,1,2,0,0,0,0,1,0,66,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,046,Roland Rogers Elementary School,05,23,9,4,7,9,9,5,3,0,1,0,0,2,2,74,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,046,Roland Rogers Elementary School,06,18,29,9,6,8,8,7,2,0,0,0,0,1,1,89,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,046,Roland Rogers Elementary School,UG,10,5,18,4,7,4,1,0,0,0,0,0,1,3,53,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,046,Roland Rogers Elementary School,55,138,122,63,53,56,47,28,14,0,1,0,0,15,14,551,229,70,26,2
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,048,Smithville Elementary School,KF,17,18,5,7,11,14,2,0,0,0,0,0,4,0,78,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,048,Smithville Elementary School,01,24,20,9,5,7,8,6,4,0,0,0,0,1,2,86,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,048,Smithville Elementary School,02,27,13,5,6,10,8,1,1,0,0,0,1,2,4,78,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,048,Smithville Elementary School,03,21,21,10,5,11,5,2,3,0,0,0,0,3,2,83,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,048,Smithville Elementary School,04,32,26,9,12,12,12,6,5,0,0,1,0,1,3,119,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,048,Smithville Elementary School,05,25,27,11,5,2,5,4,4,0,0,0,0,1,1,85,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,048,Smithville Elementary School,06,26,20,10,4,7,20,2,4,0,0,0,1,0,2,96,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,048,Smithville Elementary School,UG,15,1,3,0,2,0,2,0,0,0,0,0,0,1,24,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,048,Smithville Elementary School,55,187,146,62,44,62,72,25,21,0,0,1,2,12,15,649,240,56,24,0
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,999,District Total,PF,6,9,2,1,3,3,3,1,0,0,0,0,1,1,30,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,999,District Total,KF,80,78,23,22,33,29,20,17,0,0,0,0,9,3,314,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,999,District Total,01,89,74,22,25,34,35,25,18,0,0,0,0,6,12,340,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,999,District Total,02,89,66,17,26,34,29,18,18,0,0,0,1,11,7,316,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,999,District Total,03,69,84,27,15,32,36,23,19,0,0,0,1,10,5,321,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,999,District Total,04,94,86,33,31,33,35,24,32,0,0,2,0,2,4,376,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,999,District Total,05,101,71,27,17,30,27,26,36,1,1,0,0,3,4,344,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,999,District Total,06,96,95,26,23,29,53,24,25,0,0,1,1,4,3,380,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,999,District Total,07,86,101,30,38,32,19,29,28,0,0,0,1,2,2,368,,,,
01,ATLANTIC,1690,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,999,District Total,08,120,120,36,42,25,22,33,24,0,0,1,2,1,2,428,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,080,Uptown School Complex,UG,1,0,12,4,17,2,0,0,0,0,0,0,0,0,36,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,080,Uptown School Complex,55,4,5,210,227,61,49,1,4,0,0,0,1,0,0,562,509,14,3,0
01,ATLANTIC,0110,Atlantic City Public Schools,100,PENNSYLVANIA AVE SCHOOL,PF,0,0,12,19,16,16,5,12,0,0,1,0,0,0,81,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,100,PENNSYLVANIA AVE SCHOOL,KF,0,1,11,15,9,8,3,3,0,0,1,0,0,0,51,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,100,PENNSYLVANIA AVE SCHOOL,01,0,0,16,10,14,7,0,1,0,0,1,2,0,0,51,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,100,PENNSYLVANIA AVE SCHOOL,02,0,1,8,9,5,8,1,1,0,0,0,0,0,0,33,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,100,PENNSYLVANIA AVE SCHOOL,03,0,0,10,9,10,7,2,2,0,0,0,0,0,0,40,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,100,PENNSYLVANIA AVE SCHOOL,04,0,0,6,7,11,10,1,1,0,0,1,0,1,0,38,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,100,PENNSYLVANIA AVE SCHOOL,05,1,0,9,6,5,6,0,0,0,0,0,0,0,0,27,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,100,PENNSYLVANIA AVE SCHOOL,06,0,0,8,10,3,13,1,0,0,0,0,0,1,0,36,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,100,PENNSYLVANIA AVE SCHOOL,UG,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,100,PENNSYLVANIA AVE SCHOOL,55,1,2,82,85,73,75,13,20,0,0,4,2,2,0,359,307,12,25,0
01,ATLANTIC,0110,Atlantic City Public Schools,120,Richmond Avenue School,KF,0,0,3,1,17,18,8,18,0,0,1,2,0,0,68,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,120,Richmond Avenue School,01,0,2,2,1,16,20,10,9,0,0,9,0,0,0,69,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,120,Richmond Avenue School,02,1,0,2,5,9,13,7,10,0,0,0,1,0,0,48,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,120,Richmond Avenue School,03,0,0,3,2,19,18,8,8,0,0,0,1,0,1,60,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,120,Richmond Avenue School,04,2,2,1,3,8,11,11,3,0,0,0,3,0,0,44,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,120,Richmond Avenue School,05,2,3,2,1,18,12,6,6,0,0,1,0,0,0,51,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,120,Richmond Avenue School,06,3,4,2,3,18,14,8,13,0,0,0,2,0,0,67,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,120,Richmond Avenue School,UG,0,0,2,0,3,2,0,2,0,0,1,0,0,0,10,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,120,Richmond Avenue School,55,8,11,17,16,108,108,58,69,0,0,12,9,0,1,417,346,29,94,0
01,ATLANTIC,0110,Atlantic City Public Schools,130,Venice Park School,PF,0,1,16,10,7,9,3,7,0,0,0,0,0,0,53,,,,
01,ATLANTIC,0110,Atlantic City Public Schools,130,Venice Park School,UG,0,2,10,1,11,3,2,0,0,0,2,0,0,0,31,,,,
