County_ID,County_Name,Dist_ID,District_Name,School_ID,School_Name,PRGCODE,Grade_Level,WH_M,WH_F,BL_M,BL_F,HI_M,HI_F,AS_M,AS_F,AM_M,AM_F,PI_M,PI_F,MU_M,MU_F,Row_Total,Free_Lunch,Reduced_Price_Lunch,English_Learners,Migrant
01,ATLANTIC,0010,ABSECON CITY,050,Emma C Attales,05,05,37,26,10,9,1,3,0,0,0,0,0,0,1,4,91,,,,
01,ATLANTIC,0010,ABSECON CITY,050,Emma C Attales,06,06,37,34,9,5,6,2,0,0,0,0,0,0,6,3,102,,,,
01,ATLANTIC,0010,ABSECON CITY,050,Emma C Attales,07,07,27,27,3,5,3,6,0,0,0,0,0,0,4,6,81,,,,
01,ATLANTIC,0010,ABSECON CITY,050,Emma C Attales,08,08,24,27,4,10,4,4,2,0,0,0,0,0,4,4,83,,,,
01,ATLANTIC,0010,ABSECON CITY,050,Emma C Attales,UG,UG,2,0,2,1,2,0,0,0,0,0,0,0,0,0,7,,,,
01,ATLANTIC,0010,ABSECON CITY,050,Emma C Attales,55,TOTAL,127,114,28,30,16,15,2,0,0,0,0,0,15,17,364,135,24,4,0
01,ATLANTIC,0010,ABSECON CITY,060,H Ashton Marsh,PF,PK,2,2,0,2,2,2,0,0,0,0,0,0,0,1,11,,,,
01,ATLANTIC,0010,ABSECON CITY,060,H Ashton Marsh,KF,KG,25,40,3,6,7,6,5,2,0,0,0,0,3,0,97,,,,
01,ATLANTIC,0010,ABSECON CITY,060,H Ashton Marsh,01,01,34,23,5,5,5,8,1,5,0,0,1,0,1,0,88,,,,
01,ATLANTIC,0010,ABSECON CITY,060,H Ashton Marsh,02,02,27,32,10,7,7,7,0,1,0,0,0,0,3,2,96,,,,
01,ATLANTIC,0010,ABSECON CITY,060,H Ashton Marsh,03,03,26,27,6,14,5,3,0,3,0,0,0,0,4,3,91,,,,
01,ATLANTIC,0010,ABSECON CITY,060,H Ashton Marsh,04,04,32,20,5,11,1,7,1,1,0,0,0,0,7,4,89,,,,
01,ATLANTIC,0010,ABSECON CITY,060,H Ashton Marsh,UG,UG,11,4,2,2,2,3,0,2,0,0,0,0,0,0,26,,,,
01,ATLANTIC,0010,ABSECON CITY,060,H Ashton Marsh,55,TOTAL,157,148,31,47,29,36,7,14,0,0,1,0,18,10,498,185,28,45,0
01,ATLANTIC,0010,ABSECON CITY,999,District Total,PF,PK,2,2,0,2,2,2,0,0,0,0,0,0,0,1,11,,,,
01,ATLANTIC,0010,ABSECON CITY,999,District Total,KF,KG,25,40,3,6,7,6,5,2,0,0,0,0,3,0,97,,,,
01,ATLANTIC,0010,ABSECON CITY,999,District Total,01,01,34,23,5,5,5,8,1,5,0,0,1,0,1,0,88,,,,
01,ATLANTIC,0010,ABSECON CITY,999,District Total,02,02,27,32,10,7,7,7,0,1,0,0,0,0,3,2,96,,,,
01,ATLANTIC,0010,ABSECON CITY,999,District Total,03,03,26,27,6,14,5,3,0,3,0,0,0,0,4,3,91,,,,
01,ATLANTIC,0010,ABSECON CITY,999,District Total,04,04,32,20,5,11,1,7,1,1,0,0,0,0,7,4,89,,,,
01,ATLANTIC,0010,ABSECON CITY,999,District Total,05,05,37,26,10,9,1,3,0,0,0,0,0,0,1,4,91,,,,
01,ATLANTIC,0010,ABSECON CITY,999,District Total,06,06,37,34,9,5,6,2,0,0,0,0,0,0,6,3,102,,,,
01,ATLANTIC,0010,ABSECON CITY,999,District Total,07,07,27,27,3,5,3,6,0,0,0,0,0,0,4,6,81,,,,
01,ATLANTIC,0010,ABSECON CITY,999,District Total,08,08,24,27,4,10,4,4,2,0,0,0,0,0,4,4,83,,,,
01,ATLANTIC,0010,ABSECON CITY,999,District Total,UG,UG,13,4,4,3,4,3,0,2,0,0,0,0,0,0,33,,,,
01,ATLANTIC,0010,ABSECON CITY,999,District Total,55,TOTAL,284,262,59,77,45,51,9,14,0,0,1,0,33,27,862,320,52,49,0
01,ATLANTIC,0110,ATLANTIC CITY,010,Atlantic City High School,09,09,36,27,102,86,138,107,54,47,0,0,2,2,0,1,602,,,,
01,ATLANTIC,0110,ATLANTIC CITY,010,Atlantic City High School,10,10,42,36,68,73,107,98,48,46,0,1,3,3,1,1,527,,,,
01,ATLANTIC,0110,ATLANTIC CITY,010,Atlantic City High School,11,11,44,30,48,58,73,70,43,46,0,0,0,0,2,0,414,,,,
01,ATLANTIC,0110,ATLANTIC CITY,010,Atlantic City High School,12,12,56,49,50,54,58,53,41,43,0,0,0,0,1,0,405,,,,
01,ATLANTIC,0110,ATLANTIC CITY,010,Atlantic City High School,UG,UG,1,0,2,0,2,1,0,0,0,0,0,0,0,0,6,,,,
01,ATLANTIC,0110,ATLANTIC CITY,010,Atlantic City High School,55,TOTAL,179,142,270,271,378,329,186,182,0,1,5,5,4,2,1954,1215,54,141,0
01,ATLANTIC,0110,ATLANTIC CITY,030,Sovereign Avenue School,KF,KG,0,0,1,2,23,27,4,8,0,1,0,0,0,0,66,,,,
01,ATLANTIC,0110,ATLANTIC CITY,030,Sovereign Avenue School,01,01,0,0,1,0,36,30,9,9,1,0,0,0,0,0,86,,,,
01,ATLANTIC,0110,ATLANTIC CITY,030,Sovereign Avenue School,02,02,0,2,2,2,31,39,6,4,0,0,0,0,0,1,87,,,,
01,ATLANTIC,0110,ATLANTIC CITY,030,Sovereign Avenue School,03,03,0,0,1,1,24,26,6,5,0,0,4,8,0,0,75,,,,
01,ATLANTIC,0110,ATLANTIC CITY,030,Sovereign Avenue School,04,04,0,0,3,4,29,21,4,10,0,0,3,2,0,0,76,,,,
01,ATLANTIC,0110,ATLANTIC CITY,030,Sovereign Avenue School,05,05,0,1,4,2,23,26,8,7,0,0,2,0,0,0,73,,,,
01,ATLANTIC,0110,ATLANTIC CITY,030,Sovereign Avenue School,06,06,2,0,1,1,39,29,14,9,0,0,1,0,0,0,96,,,,
01,ATLANTIC,0110,ATLANTIC CITY,030,Sovereign Avenue School,07,07,1,0,6,1,27,30,12,10,0,0,1,0,0,1,89,,,,
01,ATLANTIC,0110,ATLANTIC CITY,030,Sovereign Avenue School,08,08,0,1,7,2,31,28,11,15,0,0,0,0,0,0,95,,,,
01,ATLANTIC,0110,ATLANTIC CITY,030,Sovereign Avenue School,55,TOTAL,3,4,26,15,263,256,74,77,1,1,11,10,0,2,743,667,30,229,1
01,ATLANTIC,0110,ATLANTIC CITY,050,Chelsea Heights School,PF,PK,2,0,3,5,9,16,8,9,1,0,0,0,0,0,53,,,,
01,ATLANTIC,0110,ATLANTIC CITY,050,Chelsea Heights School,KF,KG,2,0,2,2,5,3,4,3,0,0,0,0,0,0,21,,,,
01,ATLANTIC,0110,ATLANTIC CITY,050,Chelsea Heights School,01,01,1,0,4,2,9,12,6,3,0,0,0,0,1,0,38,,,,
01,ATLANTIC,0110,ATLANTIC CITY,050,Chelsea Heights School,02,02,3,0,3,3,9,5,5,3,1,0,0,0,0,0,32,,,,
01,ATLANTIC,0110,ATLANTIC CITY,050,Chelsea Heights School,03,03,0,1,2,5,11,10,3,5,0,0,0,0,0,0,37,,,,
01,ATLANTIC,0110,ATLANTIC CITY,050,Chelsea Heights School,04,04,1,1,5,3,5,12,9,2,0,0,0,0,0,0,38,,,,
01,ATLANTIC,0110,ATLANTIC CITY,050,Chelsea Heights School,05,05,1,0,6,2,5,9,1,3,0,0,0,0,0,0,27,,,,
01,ATLANTIC,0110,ATLANTIC CITY,050,Chelsea Heights School,06,06,0,0,2,2,8,11,3,9,0,0,0,0,0,0,35,,,,
01,ATLANTIC,0110,ATLANTIC CITY,050,Chelsea Heights School,07,07,0,1,5,3,4,11,4,4,0,0,0,0,0,0,32,,,,
01,ATLANTIC,0110,ATLANTIC CITY,050,Chelsea Heights School,08,08,2,1,6,7,10,5,5,2,0,0,0,0,0,1,39,,,,
01,ATLANTIC,0110,ATLANTIC CITY,050,Chelsea Heights School,UG,UG,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,
01,ATLANTIC,0110,ATLANTIC CITY,050,Chelsea Heights School,55,TOTAL,12,4,38,34,75,94,49,43,2,0,0,0,1,1,353,300,14,30,0
01,ATLANTIC,0110,ATLANTIC CITY,060,Texas Avenue School,KF,KG,0,0,3,0,22,34,3,8,0,0,0,0,0,0,70,,,,
01,ATLANTIC,0110,ATLANTIC CITY,060,Texas Avenue School,01,01,0,0,2,1,15,27,4,11,0,0,0,0,0,0,60,,,,
01,ATLANTIC,0110,ATLANTIC CITY,060,Texas Avenue School,02,02,1,0,1,0,23,31,7,9,0,0,0,0,0,0,72,,,,
01,ATLANTIC,0110,ATLANTIC CITY,060,Texas Avenue School,03,03,0,2,2,2,23,21,6,6,0,0,3,1,0,0,66,,,,
01,ATLANTIC,0110,ATLANTIC CITY,060,Texas Avenue School,04,04,0,0,0,0,26,22,4,10,0,0,0,1,0,0,63,,,,
01,ATLANTIC,0110,ATLANTIC CITY,060,Texas Avenue School,05,05,0,0,1,2,12,21,5,8,0,0,0,0,0,0,49,,,,
01,ATLANTIC,0110,ATLANTIC CITY,060,Texas Avenue School,06,06,0,1,0,3,23,21,13,10,0,0,0,0,0,0,71,,,,
01,ATLANTIC,0110,ATLANTIC CITY,060,Texas Avenue School,07,07,0,0,0,1,21,17,11,9,0,0,0,0,0,0,59,,,,
01,ATLANTIC,0110,ATLANTIC CITY,060,Texas Avenue School,08,08,0,0,4,1,16,15,9,7,0,0,0,1,0,0,53,,,,
01,ATLANTIC,0110,ATLANTIC CITY,060,Texas Avenue School,55,TOTAL,1,3,13,10,181,209,62,78,0,0,3,3,0,0,563,466,4,166,0
01,ATLANTIC,0110,ATLANTIC CITY,070,New York Avenue School,PF,PK,1,0,13,18,5,3,1,3,0,0,0,0,0,0,44,,,,
01,ATLANTIC,0110,ATLANTIC CITY,070,New York Avenue School,KF,KG,0,1,20,26,11,5,0,1,0,0,0,0,2,1,67,,,,
01,ATLANTIC,0110,ATLANTIC CITY,070,New York Avenue School,01,01,0,1,31,19,9,4,2,0,0,0,0,0,1,2,69,,,,
01,ATLANTIC,0110,ATLANTIC CITY,070,New York Avenue School,02,02,0,0,25,26,10,10,1,1,0,0,0,0,0,0,73,,,,
01,ATLANTIC,0110,ATLANTIC CITY,070,New York Avenue School,03,03,2,1,27,25,8,6,3,0,0,0,0,0,1,0,73,,,,
01,ATLANTIC,0110,ATLANTIC CITY,070,New York Avenue School,04,04,0,1,23,24,3,7,2,0,0,0,0,1,0,0,61,,,,
01,ATLANTIC,0110,ATLANTIC CITY,070,New York Avenue School,05,05,0,0,20,26,4,5,0,2,0,0,0,1,0,0,58,,,,
01,ATLANTIC,0110,ATLANTIC CITY,070,New York Avenue School,06,06,0,0,25,29,1,4,1,0,0,0,0,0,0,0,60,,,,
01,ATLANTIC,0110,ATLANTIC CITY,070,New York Avenue School,07,07,0,0,18,17,2,6,1,0,0,0,0,1,0,1,46,,,,
01,ATLANTIC,0110,ATLANTIC CITY,070,New York Avenue School,08,08,1,0,23,24,9,6,0,1,0,0,0,0,0,0,64,,,,
01,ATLANTIC,0110,ATLANTIC CITY,070,New York Avenue School,UG,UG,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,
01,ATLANTIC,0110,ATLANTIC CITY,070,New York Avenue School,55,TOTAL,4,4,225,234,63,56,11,8,0,0,0,3,4,4,616,551,8,34,0
01,ATLANTIC,0110,ATLANTIC CITY,080,Uptown School Complex,PF,PK,0,0,16,25,5,5,0,1,0,0,0,0,0,0,52,,,,
01,ATLANTIC,0110,ATLANTIC CITY,080,Uptown School Complex,KF,KG,0,0,19,13,22,6,1,1,0,0,0,0,0,0,62,,,,
01,ATLANTIC,0110,ATLANTIC CITY,080,Uptown School Complex,01,01,0,1,23,22,7,10,0,2,0,0,0,0,0,0,65,,,,
01,ATLANTIC,0110,ATLANTIC CITY,080,Uptown School Complex,02,02,0,0,24,23,8,9,0,0,0,0,0,0,0,0,64,,,,
01,ATLANTIC,0110,ATLANTIC CITY,080,Uptown School Complex,03,03,0,1,20,19,2,10,1,1,0,0,0,0,0,0,54,,,,
01,ATLANTIC,0110,ATLANTIC CITY,080,Uptown School Complex,04,04,0,0,28,25,4,11,1,0,0,0,0,0,0,0,69,,,,
01,ATLANTIC,0110,ATLANTIC CITY,080,Uptown School Complex,05,05,0,0,23,19,8,3,0,0,0,0,1,0,0,0,54,,,,
01,ATLANTIC,0110,ATLANTIC CITY,080,Uptown School Complex,06,06,0,1,29,19,9,9,1,0,0,0,0,0,0,0,68,,,,
01,ATLANTIC,0110,ATLANTIC CITY,080,Uptown School Complex,07,07,1,2,21,23,9,12,1,1,0,0,0,0,0,0,70,,,,
01,ATLANTIC,0110,ATLANTIC CITY,080,Uptown School Complex,08,08,0,0,22,24,6,4,1,0,0,0,0,0,0,0,57,,,,
01,ATLANTIC,0110,ATLANTIC CITY,080,Uptown School Complex,55,TOTAL,1,5,225,212,80,79,6,6,0,0,1,0,0,0,615,518,12,29,0
01,ATLANTIC,0110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,PF,PK,0,0,13,21,4,10,3,2,0,0,0,0,0,0,53,,,,
01,ATLANTIC,0110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,KF,KG,0,0,16,12,16,8,1,2,0,0,0,0,2,0,57,,,,
01,ATLANTIC,0110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,01,01,0,0,19,17,9,11,3,4,0,0,0,0,1,0,64,,,,
01,ATLANTIC,0110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,02,02,0,0,17,23,13,11,2,1,0,0,0,0,0,0,67,,,,
01,ATLANTIC,0110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,03,03,0,1,17,19,7,11,0,4,0,0,0,0,1,0,60,,,,
01,ATLANTIC,0110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,04,04,0,1,15,15,10,8,2,3,0,0,1,0,0,0,55,,,,
01,ATLANTIC,0110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,05,05,0,1,16,15,8,7,0,1,0,0,0,0,0,0,48,,,,
01,ATLANTIC,0110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,06,06,0,2,15,12,5,6,1,0,0,0,0,0,0,0,41,,,,
01,ATLANTIC,0110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,07,07,0,0,28,17,10,10,3,3,0,0,0,0,0,0,71,,,,
01,ATLANTIC,0110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,08,08,0,0,16,16,5,14,0,1,0,0,1,0,1,0,54,,,,
01,ATLANTIC,0110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,55,TOTAL,0,5,172,167,87,96,15,21,0,0,2,0,5,0,570,483,12,61,0
01,ATLANTIC,0110,ATLANTIC CITY,120,Richmond Avenue School,PF,PK,2,1,3,4,5,9,8,6,0,0,0,0,0,3,41,,,,
01,ATLANTIC,0110,ATLANTIC CITY,120,Richmond Avenue School,KF,KG,1,1,6,5,17,17,9,13,0,0,0,0,1,1,71,,,,
01,ATLANTIC,0110,ATLANTIC CITY,120,Richmond Avenue School,01,01,1,1,3,2,16,21,15,6,0,0,0,0,1,2,68,,,,
01,ATLANTIC,0110,ATLANTIC CITY,120,Richmond Avenue School,02,02,1,0,6,3,25,21,7,7,0,0,0,0,0,0,70,,,,
01,ATLANTIC,0110,ATLANTIC CITY,120,Richmond Avenue School,03,03,2,4,3,2,16,20,9,14,0,0,2,2,0,1,75,,,,
01,ATLANTIC,0110,ATLANTIC CITY,120,Richmond Avenue School,04,04,2,1,4,3,13,19,10,12,0,0,0,1,0,0,65,,,,
01,ATLANTIC,0110,ATLANTIC CITY,120,Richmond Avenue School,05,05,1,0,4,3,23,19,11,8,0,0,6,0,1,0,76,,,,
01,ATLANTIC,0110,ATLANTIC CITY,120,Richmond Avenue School,06,06,2,0,6,6,16,17,10,10,0,0,0,2,0,0,69,,,,
01,ATLANTIC,0110,ATLANTIC CITY,120,Richmond Avenue School,07,07,1,1,2,3,16,15,9,8,0,0,1,1,0,2,59,,,,
01,ATLANTIC,0110,ATLANTIC CITY,120,Richmond Avenue School,08,08,2,1,2,4,11,11,9,4,0,0,1,2,0,0,47,,,,
01,ATLANTIC,0110,ATLANTIC CITY,120,Richmond Avenue School,55,TOTAL,15,10,39,35,158,169,97,88,0,0,10,8,3,9,641,504,26,163,0
01,ATLANTIC,0110,ATLANTIC CITY,130,Venice Park School,PF,PK,1,0,29,19,11,13,8,0,0,0,0,0,7,1,89,,,,
01,ATLANTIC,0110,ATLANTIC CITY,130,Venice Park School,UG,UG,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,,,,
01,ATLANTIC,0110,ATLANTIC CITY,130,Venice Park School,55,TOTAL,1,0,30,19,12,13,8,0,0,0,0,0,7,1,91,83,4,0,0
01,ATLANTIC,0110,ATLANTIC CITY,140,Dr Martin Luther King Jr School Complex,PF,PK,0,1,26,19,8,16,2,3,0,0,0,0,2,0,77,,,,
01,ATLANTIC,0110,ATLANTIC CITY,140,Dr Martin Luther King Jr School Complex,KF,KG,1,0,20,30,9,7,0,2,0,0,0,0,1,1,71,,,,
01,ATLANTIC,0110,ATLANTIC CITY,140,Dr Martin Luther King Jr School Complex,01,01,0,0,23,16,6,4,0,1,0,0,0,0,2,2,54,,,,
01,ATLANTIC,0110,ATLANTIC CITY,140,Dr Martin Luther King Jr School Complex,02,02,0,2,37,24,5,6,1,0,0,0,0,0,0,0,75,,,,
01,ATLANTIC,0110,ATLANTIC CITY,140,Dr Martin Luther King Jr School Complex,03,03,0,0,31,19,3,3,0,0,0,0,0,0,1,1,58,,,,
01,ATLANTIC,0110,ATLANTIC CITY,140,Dr Martin Luther King Jr School Complex,04,04,1,0,30,23,10,6,2,1,0,0,0,0,0,1,74,,,,
01,ATLANTIC,0110,ATLANTIC CITY,140,Dr Martin Luther King Jr School Complex,05,05,1,0,25,28,5,6,0,0,0,0,0,0,0,0,65,,,,
01,ATLANTIC,0110,ATLANTIC CITY,140,Dr Martin Luther King Jr School Complex,06,06,0,0,29,20,5,7,0,1,0,0,0,0,0,0,62,,,,
01,ATLANTIC,0110,ATLANTIC CITY,140,Dr Martin Luther King Jr School Complex,07,07,0,0,25,24,9,2,1,0,0,0,0,0,1,0,62,,,,
01,ATLANTIC,0110,ATLANTIC CITY,140,Dr Martin Luther King Jr School Complex,08,08,1,0,24,21,8,2,0,0,0,0,0,0,0,0,56,,,,
01,ATLANTIC,0110,ATLANTIC CITY,140,Dr Martin Luther King Jr School Complex,55,TOTAL,4,3,270,224,68,59,6,8,0,0,0,0,7,5,654,493,12,30,0
01,ATLANTIC,0110,ATLANTIC CITY,300,Brighton Avenue School,PF,PK,0,0,1,2,7,9,4,4,0,0,0,0,0,0,27,,,,
