County Code,County Name,District Code,District Name,Total Enrollment,White,%White,Black,%Black,Hispanic,%Hispanic,Asian,%Asian,Native American,%Native American,Hawaiian Native,%Hawaiian Native,Two or More Races,%Two or More Races,Pre-K Halfday,Pre-K FullDay,Kindergarten Halfday,Kindergarten Fullday,First Grade,Second Grade,Third Grade,Fourth Grade,Fifth Grade,Sixth Grade,Seventh Grade,Eighth Grade,Ninth Grade,Tenth Grade,Eleventh Grade,Twelfth Grade,Ungraded,%Free Lunch,%Reduced Lunch,%English Learners,%Migrant,%Military,%Homeless
05,Burlington,0840,Cinnaminson Twp,2643,2001,75.7,229,8.7,204,7.7,78,3,1,0,5,0.2,125,4.7,16,0,153,0,212,171,200,201,193,217,218,193,209,192,220,203,45,10.8,3,3.3,0,0.8,1.1
05,Burlington,1030,Delanco Twp,408,238,58.3,75,18.4,60,14.7,4,1,0,0,1,0.2,30,7.4,0,0,0,40,42,45,42,47,39,53,58,41,0,0,0,0,1,32.8,8.1,4.2,0,0.7,0.5
05,Burlington,1060,Delran Twp,2993,2122,70.9,262,8.8,398,13.3,101,3.4,1,0,3,0.1,106,3.5,65,0,0,201,200,193,201,235,224,246,217,245,216,259,224,218,49,20.2,4.8,7.4,0,1.2,0.4
05,Burlington,1250,Eastampton Twp,561,293,52.2,120,21.4,96,17.1,17,3,1,0.2,1,0.2,33,5.9,0,0,0,57,61,48,62,59,67,60,75,68,0,0,0,0,4,20,3.4,1.2,0,8.4,0.9
05,Burlington,1280,Edgewater Park Twp,940,355,37.8,271,28.8,251,26.7,20,2.1,0,0,0,0,43,4.6,25,13,0,78,102,89,104,89,98,96,105,87,0,0,0,0,54,51,8,19.1,0.1,0.3,3.4
05,Burlington,1420,Evesham Twp,4461,3337,74.8,298,6.7,228,5.1,448,10,10,0.2,12,0.3,128,2.9,87,0,214,196,431,396,435,445,432,514,510,520,0,0,0,0,281,7.7,2.9,1,0,0.6,0.3
05,Burlington,1520,Florence Twp,1553,896,57.7,329,21.2,129,8.3,168,10.8,7,0.5,5,0.3,19,1.2,37,0,0,72,81,81,114,132,133,110,142,142,140,115,101,105,48,28.4,5.3,3,0,1.2,0.1
05,Burlington,1910,Hainesport Twp,559,407,72.8,68,12.2,41,7.3,18,3.2,3,0.5,1,0.2,21,3.8,16,0,0,43,58,44,55,59,73,67,62,77,0,0,0,0,5,12.9,2.3,1.1,0,0.7,0.4
05,Burlington,2610,Lenape Regional,6807,5260,77.3,497,7.3,380,5.6,517,7.6,3,0,23,0.3,127,1.9,0,0,0,0,0,0,0,0,0,0,0,0,1651,1709,1729,1606,112,8.5,2.9,0.5,0,2.4,0.2
05,Burlington,2850,Lumberton Twp,1177,562,47.7,295,25.1,144,12.2,56,4.8,2,0.2,1,0.1,117,9.9,0,0,0,103,100,100,107,100,140,138,157,175,0,0,0,0,57,22.3,5.4,1.6,0,4.5,1.3
05,Burlington,2960,Mansfield Twp,544,368,67.6,54,9.9,36,6.6,57,10.5,2,0.4,0,0,27,5,0,10,0,84,62,62,66,71,72,95,0,0,0,0,0,0,22,5.5,0.7,1.1,0,3.9,0.6
05,Burlington,3010,Maple Shade Twp,2346,1152,49.1,355,15.1,595,25.4,112,4.8,1,0,0,0,131,5.6,0,155,0,189,184,176,174,169,153,175,151,143,135,120,139,119,164,37.8,9.1,2.6,0,0.6,1.7
05,Burlington,3070,Medford Lakes Boro,527,514,97.5,1,0.2,6,1.1,2,0.4,0,0,0,0,4,0.8,26,0,0,43,47,50,52,64,55,45,69,69,0,0,0,0,7,1.7,0,0,0,1.5,0
05,Burlington,3080,Medford Twp,2655,2298,86.6,42,1.6,164,6.2,60,2.3,0,0,3,0.1,88,3.3,38,0,0,269,265,274,264,279,277,305,283,350,0,0,0,0,51,4.6,1.6,0.8,0,5.1,0.2
05,Burlington,3360,Moorestown Twp,3955,2685,67.9,246,6.2,264,6.7,512,12.9,3,0.1,0,0,245,6.2,66,0,238,0,234,281,246,304,309,290,336,327,328,323,306,289,78,8.5,2.7,0.9,0,0.7,0.3
05,Burlington,3430,Mount Holly Twp,1047,380,36.3,285,27.2,248,23.7,21,2,3,0.3,5,0.5,105,10,1,79,0,104,103,94,113,94,108,111,95,117,0,0,0,0,28,47.5,9.9,2.6,0,8.8,3.2
05,Burlington,3440,Mount Laurel Twp,4243,2284,53.8,581,13.7,412,9.7,682,16.1,6,0.1,11,0.3,267,6.3,40,27,0,409,384,438,438,444,470,506,453,487,0,0,0,0,147,12.3,3.1,2.3,0,3.6,0.7
05,Burlington,3540,New Hanover Twp,177,62,35,27,15.3,62,35,6,3.4,1,0.6,0,0,19,10.7,0,14,0,22,14,21,25,20,17,20,14,10,0,0,0,0,0,52,6.2,13,0,7.3,0
05,Burlington,3650,North Hanover Twp,1199,709,59.1,105,8.8,252,21,22,1.8,5,0.4,7,0.6,99,8.3,0,221,0,157,141,141,127,118,123,141,0,0,0,0,0,0,30,16.8,16.8,2.8,0,66.7,0
05,Burlington,3690,Northern Burlington Reg,2167,1308,60.4,202,9.3,265,12.2,275,12.7,1,0,10,0.5,106,4.9,0,0,0,0,0,0,0,0,0,0,369,394,391,367,300,329,17,7.9,3.9,0.7,0,22.2,0.2
05,Burlington,3920,Palmyra Boro,917,519,56.6,165,18,134,14.6,27,2.9,1,0.1,5,0.5,66,7.2,9,0,0,57,60,58,55,57,64,73,71,61,93,93,89,64,13,27.7,7.9,1.5,0,0.4,1
05,Burlington,4050,Pemberton Twp,4576,2406,52.6,950,20.8,844,18.4,78,1.7,14,0.3,17,0.4,267,5.8,0,475,0,371,327,312,333,333,313,339,352,303,294,241,231,217,135,39.8,12.6,0.9,0,18.6,0.6
05,Burlington,4320,Rancocas Valley Regional,2043,1073,52.5,465,22.8,281,13.8,129,6.3,4,0.2,2,0.1,89,4.4,0,0,0,0,0,0,0,0,0,0,0,0,557,509,487,463,27,18.7,5.9,0.9,0,3.4,1.1
05,Burlington,4450,Riverside Twp,1423,717,50.4,193,13.6,489,34.4,12,0.8,2,0.1,5,0.4,5,0.4,81,13,0,89,104,90,93,106,123,97,104,86,136,87,102,98,14,49,9.1,11.9,0,0.5,1
05,Burlington,4460,Riverton,303,260,85.8,7,2.3,23,7.6,2,0.7,0,0,2,0.7,9,3,15,0,0,33,24,29,33,36,32,41,28,32,0,0,0,0,0,9.9,4,2.3,0,0.7,0
05,Burlington,4740,Shamong Twp,730,639,87.5,12,1.6,51,7,1,0.1,0,0,0,0,27,3.7,20,1,0,66,64,76,75,77,83,84,89,93,0,0,0,0,2,10,1.9,1.4,0,4.5,0.3
05,Burlington,4930,Southampton Township School District,690,555,80.4,7,1,82,11.9,5,0.7,0,0,1,0.1,40,5.8,0,0,0,57,76,71,62,76,78,74,81,87,0,0,0,0,28,18.1,4.6,1.4,0,2.5,0
05,Burlington,5010,Springfield Twp,243,202,83.1,13,5.3,19,7.8,3,1.2,0,0,1,0.4,5,2.1,24,0,0,39,39,24,27,23,28,35,0,0,0,0,0,0,4,10.3,0,0.4,0.4,2.1,0
05,Burlington,5130,Tabernacle Twp,667,576,86.4,11,1.6,58,8.7,4,0.6,1,0.1,1,0.1,16,2.4,14,2,0,64,59,81,62,71,79,76,87,72,0,0,0,0,0,7.5,1.3,0.9,0,4.6,0.9
05,Burlington,5720,Westampton,1024,381,37.2,299,29.2,174,17,65,6.3,0,0,1,0.1,104,10.2,26,0,0,91,99,93,119,104,102,107,125,109,0,0,0,0,49,17.7,4.5,1.1,0,5.4,0.4
05,Burlington,5805,Willingboro Twp,3414,102,3,2691,78.8,480,14.1,45,1.3,9,0.3,7,0.2,80,2.3,0,291,0,249,252,217,231,248,234,255,252,222,127,119,173,160,384,56.5,8.9,1.9,0,1.1,1.5
05,Burlington,5890,Woodland Twp,135,128,94.8,1,0.7,4,3,0,0,0,0,0,0,2,1.5,0,0,0,16,9,10,17,11,14,11,22,25,0,0,0,0,0,15.6,2.2,0,0,5.2,1.5
07,Camden,0150,Audubon Public School Disrict,1472,1266,86,42,2.9,110,7.5,20,1.4,3,0.2,2,0.1,29,2,19,0,0,81,83,83,103,93,80,99,115,95,143,146,162,146,24,16.6,5.6,0.9,0,0.9,0.7
07,Camden,0190,Barrington Boro,597,464,77.7,28,4.7,52,8.7,25,4.2,2,0.3,4,0.7,22,3.7,2,0,0,64,56,66,67,65,54,63,64,77,0,0,0,0,19,19.3,4.5,0.7,0,1.2,0.5
07,Camden,0260,Bellmawr Boro,1208,716,59.3,39,3.2,251,20.8,136,11.3,0,0,1,0.1,65,5.4,0,153,0,103,95,122,115,114,119,108,108,116,0,0,0,0,55,40.7,8.6,3.6,0,0.5,1.2
07,Camden,0330,Berlin Boro,810,650,80.2,51,6.3,55,6.8,25,3.1,1,0.1,0,0,28,3.5,15,0,0,72,77,70,72,87,96,79,110,89,0,0,0,0,43,11.5,2,0.4,0,1,1
07,Camden,0340,Berlin Twp,650,375,57.7,78,12,131,20.2,55,8.5,0,0,0,0,11,1.7,0,32,0,70,73,63,61,50,76,71,70,63,0,0,0,0,21,29.7,5.2,3.4,0,1.1,1.8
07,Camden,0390,Black Horse Pike Regional,3561,1953,54.8,926,26,383,10.8,239,6.7,2,0.1,8,0.2,50,1.4,0,0,0,0,0,0,0,0,0,0,0,0,914,875,823,879,70,29.9,5.6,1.5,0,0,1.1
07,Camden,0580,Brooklawn Boro,289,168,58.1,33,11.4,56,19.4,12,4.2,1,0.3,3,1,16,5.5,0,17,0,20,39,22,27,33,36,29,36,29,0,0,0,0,1,47.4,7.3,0,0,0,2.8
07,Camden,0680,Camden City,6925,66,1,3049,44,3700,53.4,66,1,2,0,4,0.1,38,0.5,0,897,0,516,538,472,495,410,447,412,411,405,400,330,400,313,479,54.9,1.5,12.5,0,0,1.8
07,Camden,0700,Camden County Vocational,2090,585,28,527,25.2,843,40.3,61,2.9,3,0.1,1,0,70,3.3,0,0,0,0,0,0,0,0,0,0,0,0,546,568,567,409,0,54.2,10.1,0.2,0,0,1.2
07,Camden,0800,Cherry Hill Twp,10849,6094,56.2,895,8.2,1434,13.2,1896,17.5,11,0.1,29,0.3,490,4.5,163,4,0,727,640,724,697,750,751,821,839,870,842,903,889,847,382,13.6,4.2,3.5,0,1.3,0.3
07,Camden,0880,Clementon Boro,491,174,35.4,120,24.4,172,35,6,1.2,0,0,0,0,19,3.9,18,0,0,51,49,54,50,61,42,48,61,41,0,0,0,0,16,53.2,7.3,9,0,0,2.4
07,Camden,0940,Collingswood Boro,2151,1306,60.7,250,11.6,427,19.9,50,2.3,6,0.3,1,0,111,5.2,0,133,0,154,129,115,115,134,120,131,180,168,178,174,176,178,66,26.9,4.5,2.1,0,0.1,1.7
07,Camden,1255,Eastern Camden County Reg,1928,1171,60.7,210,10.9,169,8.8,297,15.4,2,0.1,1,0.1,78,4,0,0,0,0,0,0,0,0,0,0,0,0,485,469,451,488,35,9.2,2.6,0.8,0,0,0.4
07,Camden,1720,Gibbsboro Boro,266,194,72.9,9,3.4,38,14.3,14,5.3,0,0,0,0,11,4.1,15,0,0,24,26,26,20,17,30,33,27,28,0,0,0,0,20,8.3,4.9,0,0,0.8,1.1
07,Camden,1770,Gloucester City,2212,1412,63.8,231,10.4,443,20,118,5.3,2,0.1,1,0,5,0.2,0,374,0,170,34,154,135,145,139,174,138,121,136,135,112,109,136,56,8,1.6,0,0.1,2.4
07,Camden,1780,Gloucester Twp,6361,3190,50.1,1669,26.2,849,13.3,309,4.9,13,0.2,9,0.1,322,5.1,30,92,0,615,599,615,660,658,683,679,744,749,0,0,0,0,237,36.1,6.4,2.2,0,0.3,1.5
07,Camden,1799,"Kipp: Cooper Norcross, A New Jersey Nonprofit Corporation",1513,6,0.4,845,55.8,600,39.7,1,0.1,15,1,6,0.4,40,2.6,0,0,0,120,120,119,124,143,226,204,230,227,0,0,0,0,0,91.2,5.5,8.4,0,0.7,4.2
07,Camden,1801,"Camden Prep, Inc.",891,2,0.2,695,78,194,21.8,0,0,0,0,0,0,0,0,0,0,0,145,140,160,120,85,88,56,58,39,0,0,0,0,0,86.5,8.3,5.3,0,0,0.3
07,Camden,1802,"Mastery Schools Of Camden, Inc.",2632,7,0.3,805,30.6,1750,66.5,15,0.6,10,0.4,1,0,44,1.7,0,0,0,226,226,225,232,235,231,231,212,191,231,193,124,75,0,92.6,4,17.7,0,0,0.5
07,Camden,1880,Haddon Heights Boro,1501,1108,73.8,140,9.3,140,9.3,32,2.1,3,0.2,0,0,78,5.2,17,0,68,0,82,79,62,74,79,81,88,74,215,217,169,173,23,12.7,2.3,0.1,0,0.3,0.7
07,Camden,1890,Haddon Twp,2060,1662,80.7,66,3.2,191,9.3,65,3.2,1,0,2,0.1,73,3.5,67,0,146,0,140,142,128,146,174,165,151,149,165,147,167,150,23,11.7,3.4,1.4,0,0.2,0.4
07,Camden,1900,Haddonfield Boro,2710,2374,87.6,39,1.4,95,3.5,95,3.5,3,0.1,1,0,103,3.8,43,0,142,0,192,189,208,193,216,177,224,220,212,236,207,205,46,1.1,0.6,0,0,0.6,0
07,Camden,2540,Laurel Springs Boro,179,126,70.4,22,12.3,20,11.2,1,0.6,0,0,0,0,10,5.6,19,0,0,13,22,20,23,21,27,34,0,0,0,0,0,0,0,24.6,3.4,0,0,1.1,0.6
07,Camden,2560,Lawnside Boro,306,5,1.6,220,71.9,54,17.6,2,0.7,0,0,0,0,25,8.2,0,44,0,35,30,31,32,29,22,30,30,23,0,0,0,0,0,35,2.3,0,0,2.3,0
07,Camden,2670,Lindenwold Boro,2967,251,8.5,969,32.7,1654,55.7,41,1.4,2,0.1,3,0.1,47,1.6,0,186,0,248,234,241,233,224,261,230,222,201,236,133,125,120,73,77.6,6.4,24.5,0.1,0.3,9.7
07,Camden,2890,Magnolia Boro,403,198,49.1,84,20.8,79,19.6,12,3,0,0,0,0,30,7.4,20,0,0,43,39,43,33,45,55,38,37,44,0,0,0,0,6,35,7.7,0.5,0,0,0.5
07,Camden,3110,Merchantville Boro,430,223,51.9,60,14,116,27,15,3.5,0,0,2,0.5,14,3.3,19,1,0,44,41,43,44,44,50,49,44,51,0,0,0,0,0,29.3,3.5,4.4,0,0,0
07,Camden,3420,Mount Ephraim Boro,421,346,82.2,18,4.3,36,8.6,6,1.4,0,0,0,0,15,3.6,0,32,0,43,39,47,43,55,44,51,34,30,0,0,0,0,3,23.3,8.1,0.2,0,0,0
07,Camden,3770,Oaklyn Boro,282,225,79.8,11,3.9,27,9.6,16,5.7,0,0,0,0,3,1.1,0,48,0,47,34,40,30,34,33,0,0,0,0,0,0,0,16,26.6,6,1.1,0,0,0.4
07,Camden,4060,Pennsauken Twp,4714,467,9.9,1231,26.1,2365,50.2,526,11.2,4,0.1,11,0.2,110,2.3,0,188,0,328,286,327,344,322,330,348,361,355,361,324,305,274,261,50.5,9.6,6.2,0,0.3,0.6
07,Camden,4110,Pine Hill Boro,1880,784,41.7,620,33,347,18.5,47,2.5,5,0.3,2,0.1,75,4,54,0,0,111,107,110,89,126,114,122,125,114,174,150,137,161,186,48.7,9.6,3.5,0,0.1,1.4
07,Camden,4590,Runnemede Boro,853,676,79.2,31,3.6,80,9.4,24,2.8,0,0,0,0,42,4.9,88,0,0,73,66,86,86,85,79,85,87,84,0,0,0,0,34,28.7,6.7,2.6,0,0,0.6
07,Camden,4790,Somerdale Boro,487,197,40.5,119,24.4,112,23,23,4.7,1,0.2,0,0,35,7.2,28,0,0,44,50,38,45,53,64,55,58,52,0,0,0,0,0,27.1,5.7,3.5,0,0.2,1.8
07,Camden,5035,Sterling High School Dist,921,527,57.2,173,18.8,134,14.5,40,4.3,2,0.2,2,0.2,43,4.7,0,0,0,0,0,0,0,0,0,0,0,0,224,248,215,197,37,26.5,6.6,0,0,1.5,0.4
07,Camden,5080,Stratford Boro,895,547,61.1,99,11.1,143,16,41,4.6,1,0.1,1,0.1,63,7,38,0,0,128,66,78,69,56,78,92,112,3,0,0,0,0,175,30.3,5.3,3.6,0,0.2,0.4
07,Camden,5400,Voorhees Twp,2953,1535,52,309,10.5,230,7.8,698,23.6,5,0.2,8,0.3,168,5.7,62,1,273,0,299,320,318,293,316,323,339,343,0,0,0,0,66,10.4,2.5,3.3,0,0.9,0.2
07,Camden,5560,Waterford Twp,877,698,79.6,23,2.6,104,11.9,4,0.5,1,0.1,1,0.1,46,5.2,0,118,0,102,89,109,105,116,98,93,0,0,0,0,0,0,47,19.8,5.2,0.1,0,1.4,0.9
07,Camden,5820,Winslow Twp,4766,959,20.1,2643,55.5,812,17,119,2.5,23,0.5,8,0.2,202,4.2,0,238,0,349,377,352,371,372,352,370,360,381,319,262,263,258,142,48.9,7.4,2,0.1,0.7,0.4
07,Camden,5900,Woodlynne Boro,396,13,3.3,96,24.2,249,62.9,29,7.3,0,0,1,0.3,8,2,0,26,0,49,30,35,35,33,46,48,46,31,0,0,0,0,17,76.8,9.3,17.4,0,0,1.3
09,Cape May,0170,Avalon Boro,86,77,89.5,1,1.2,7,8.1,1,1.2,0,0,0,0,0,0,0,25,0,0,0,0,0,0,15,16,17,13,0,0,0,0,0,0,0,0,0,0,0
09,Cape May,0710,Cape May City,149,97,65.1,10,6.7,36,24.2,4,2.7,1,0.7,1,0.7,0,0,0,26,0,30,18,20,15,16,14,10,0,0,0,0,0,0,0,24.8,11.4,0,0,58.4,0
09,Cape May,0715,Cape May Co Special Serv,220.5,147.5,66.9,26,11.8,45,20.4,1,0.5,1,0.5,0,0,0,0,0,11,0,2,7,8,5,7,5,7,1,4,8,3,5,5,142.5,41.3,5.4,0.5,0,0.5,2.3
09,Cape May,0720,Cape May County Vocational School District,590,493.5,83.6,26,4.4,57,9.7,12,2,0,0,1,0.2,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,112.5,127.5,135.5,128.5,86,19.2,4.6,0,0,0,0.1
09,Cape May,1080,Dennis Twp,585,549,93.8,8,1.4,22,3.8,3,0.5,1,0.2,0,0,2,0.3,0,68,0,58,62,56,58,65,54,56,53,53,0,0,0,0,2,22.9,5,0,0,0,0.2
09,Cape May,2820,Lower Cape May Regional,1290,1033,80.1,74,5.7,156,12.1,16,1.2,1,0.1,2,0.2,8,0.6,0,0,0,0,0,0,0,0,0,0,240,229,229,189,173,214,16,34,6.7,0.8,0,1.7,0.7
09,Cape May,2840,Lower Twp,1609,1260,78.3,114,7.1,217,13.5,10,0.6,3,0.2,2,0.1,3,0.2,0,201,0,192,180,213,178,204,203,233,0,0,0,0,0,0,5,42.3,10,4.4,0,2.6,1.1
09,Cape May,3130,Middle Twp,2511.5,1541,61.4,428,17,420,16.7,59,2.3,3,0.1,0,0,60.5,2.4,0,137,0,173,174,157,167,174,180,175,170,184,178.5,186.5,160.5,195.5,99.5,41.6,5.1,3,0,0.9,7.3
09,Cape May,3680,North Wildwood City,211,162,76.8,0,0,28,13.3,1,0.5,0,0,0,0,20,9.5,0,28,0,22,10,23,19,23,23,20,18,25,0,0,0,0,0,50.2,6.2,2.8,0,1.4,0
09,Cape May,3780,Ocean City,2110,1720,81.5,74,3.5,256,12.1,27,1.3,7,0.3,6,0.3,20,0.9,0,54,0,67,74,67,72,78,105,103,115,106,308,301,325,301,34,16.8,2.3,2.1,0.1,0.4,0.1
09,Cape May,5060,Stone Harbor Boro,89,81,91,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,12,23,21,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09,Cape May,5340,Upper Twp,1442,1340,92.9,8,0.6,45,3.1,6,0.4,1,0.1,2,0.1,40,2.8,0,32,0,176,125,140,151,158,155,161,144,163,0,0,0,0,37,12,2.1,1,0,0.5,0.7
09,Cape May,5610,West Cape May Boro,93,79,84.9,3,3.2,9,9.7,0,0,0,0,1,1.1,1,1.1,7,0,0,11,16,12,14,12,15,6,0,0,0,0,0,0,0,17.2,2.2,4.3,0,0,0
09,Cape May,5790,Wildwood City,901,222,24.6,106,11.8,561,62.3,10,1.1,0,0,1,0.1,1,0.1,0,79,0,67,68,68,52,59,66,59,64,50,66,62,61,53,27,78.6,4.8,18,0,0.1,4.2
09,Cape May,5800,Wildwood Crest Boro,267,227,85,6,2.2,28,10.5,2,0.7,0,0,0,0,4,1.5,0,45,0,21,32,24,22,28,23,20,31,21,0,0,0,0,0,32.6,1.9,3.7,0,0,0
09,Cape May,5840,Woodbine Boro,221,52,23.5,58,26.2,95,43,0,0,0,0,0,0,16,7.2,0,49,0,4,25,29,25,22,22,18,10,17,0,0,0,0,0,25.3,0,7.2,0,0,6.8
11,Cumberland,0540,Bridgeton City,6333,201,3.2,1306,20.6,4712,74.4,6,0.1,17,0.3,0,0,91,1.4,0,741,0,408,431,444,429,446,469,473,457,463,426,365,301,278,202,76.9,4.8,23.1,1.7,0,2.2
11,Cumberland,0950,Commercial Twp,515,355,68.9,74,14.4,68,13.2,2,0.4,0,0,2,0.4,14,2.7,0,44,0,53,55,41,46,41,56,39,48,50,0,0,0,0,42,67,9.9,0,0,0,0.4
11,Cumberland,0995,Cumberland Co Vocational,947,491,51.8,93,9.8,329,34.7,21,2.2,2,0.2,0,0,11,1.2,0,0,0,0,0,0,0,0,0,0,0,0,251,220,222,228,26,24.6,7.7,0,0,0.1,0.4
11,Cumberland,0997,Cumberland Regional,998,465,46.6,196,19.6,278,27.9,15,1.5,8,0.8,3,0.3,33,3.3,0,0,0,0,0,0,0,0,0,0,0,0,280,267,217,219,15,39.7,7.3,1.7,0.5,0.3,0.9
11,Cumberland,1020,Deerfield Twp,268,122,45.5,31,11.6,97,36.2,0,0,0,0,0,0,18,6.7,0,23,0,24,24,21,24,31,25,35,33,28,0,0,0,0,0,42.2,14.6,3.4,0,0,2.6
11,Cumberland,1120,Downe Twp,174,156,89.7,4,2.3,7,4,0,0,0,0,0,0,7,4,0,30,0,18,19,5,18,17,14,20,12,17,0,0,0,0,4,35.6,7.5,0,0,1.7,4
11,Cumberland,1460,Fairfield Twp,552,38,6.9,283,51.3,171,31,0,0,7,1.3,0,0,53,9.6,0,76,0,43,54,47,45,61,55,48,60,59,0,0,0,0,4,32.4,0,4.9,2.2,0,2.9
11,Cumberland,1820,Greenwich Twp,84,65,77.4,11,13.1,5,6,0,0,0,0,0,0,3,3.6,0,16,0,9,10,10,5,6,6,10,12,0,0,0,0,0,0,31,11.9,2.4,0,1.2,0
11,Cumberland,2270,Hopewell Twp,496,331,66.7,31,6.3,104,21,7,1.4,6,1.2,0,0,17,3.4,0,29,0,55,51,38,45,45,52,51,57,30,0,0,0,0,43,26.8,4.4,1.6,0,0.4,1
11,Cumberland,2570,Lawrence Twp,512,371,72.5,56,10.9,59,11.5,2,0.4,5,1,1,0.2,18,3.5,0,63,0,48,50,43,32,62,59,52,57,46,0,0,0,0,0,38.1,9.2,1.8,1.6,0,3.5
11,Cumberland,3050,Maurice River Twp,419,344,82.1,17,4.1,39,9.3,2,0.5,0,0,0,0,17,4.1,0,42,0,31,29,37,43,48,40,46,46,50,0,0,0,0,7,38.9,5.7,0,0,0,0.5
11,Cumberland,3230,Millville City,5192,1847,35.6,1686,32.5,1340,25.8,46,0.9,14,0.3,4,0.1,255,4.9,0,601,0,340,270,310,282,320,314,325,349,312,407,405,367,361,229,64.8,7.5,1.9,0,0.5,1.1
11,Cumberland,5070,Stow Creek Twp,124,114,91.9,0,0,6,4.8,0,0,0,0,0,0,4,3.2,0,13,0,19,5,12,13,15,12,11,14,10,0,0,0,0,0,27.4,0.8,0,0,2.4,0.8
11,Cumberland,5300,Upper Deerfield Twp,837,388,46.4,174,20.8,211,25.2,19,2.3,7,0.8,0,0,38,4.5,0,84,0,79,69,64,74,75,91,85,80,101,0,0,0,0,35,44.9,8.8,5.5,0.4,0,0.2
11,Cumberland,5390,Vineland City,9734,1965,20.2,1396,14.3,5922,60.8,208,2.1,31,0.3,8,0.1,204,2.1,0,301,0,707,725,687,707,744,720,782,750,727,655,588,531,545,565,57.3,7,9.4,0.1,0,0.9
13,Essex,0250,Belleville Town,4493.5,592.5,13.2,359.5,8,3085.5,68.7,398,8.9,10,0.2,28,0.6,20,0.4,58,81,0,283,315,313,339,317,319,351,370,299,298,340,339,371.5,100,24.1,5.6,5.3,0,0.2,0.1
13,Essex,0410,Bloomfield Twp,6505,1701,26.1,1474,22.7,2727,41.9,438,6.7,6,0.1,100,1.5,59,0.9,42,109,0,415,423,469,437,474,447,510,509,525,513,479,459,453,241,31.9,7.4,4.8,0.1,0,0.3
13,Essex,0660,Caldwell-West Caldwell,2669,2099.5,78.7,54.5,2,359,13.5,116,4.3,0,0,4,0.1,36,1.3,5,2,0,190,204,178,201,183,197,189,235,215,194.5,227,211,184.5,53,6.8,2.1,2.5,0,0.1,0
13,Essex,0760,Cedar Grove Twp,1578.5,1288.5,81.6,27.5,1.7,129.5,8.2,90,5.7,5,0.3,28,1.8,10,0.6,0,33,0,135,121,90,117,88,123,131,116,129,119,130,126,118.5,2,0.8,0.4,1.4,0,0,0
13,Essex,1210,East Orange,9289.5,62,0.7,8118,87.4,1004.5,10.8,18,0.2,26,0.3,14,0.2,47,0.5,0,653,0,622,661,635,575,637,639,609,628,591,561,576,515.5,580,807,77,7.7,5.7,0,0,1.1
13,Essex,1387,Essex Co Ed Serv Comm,76,3,3.9,46,60.5,26,34.2,1,1.3,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,4,0,6,3,13,12,23,10,55.3,2.6,0,0,0,5.3
13,Essex,1390,Essex Co Voc-Tech,2403.5,28,1.2,982,40.9,1330,55.3,17,0.7,11,0.5,10,0.4,25.5,1.1,0,0,0,0,0,0,0,0,0,0,0,0,1116,571.5,466,7.5,242.5,50.2,7,7.4,0,0,0
13,Essex,1400,Essex Fells Boro,250,206,82.4,6,2.4,13,5.2,11,4.4,0,0,1,0.4,13,5.2,28,0,0,26,28,33,26,41,38,30,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Essex,1465,Fairfield Twp,687,573,83.4,1,0.1,80,11.6,28,4.1,0,0,0,0,5,0.7,35,1,0,100,92,89,80,114,96,80,0,0,0,0,0,0,0,2.2,0.6,2.9,0,0,0
13,Essex,1750,Glen Ridge Boro,1860.5,1403.5,75.4,69,3.7,120,6.4,170,9.1,1,0.1,12,0.6,85,4.6,0,48,0,146,117,145,134,138,141,153,142,150,140,144,133,129.5,0,0.1,0,0.3,0,0.2,0
13,Essex,2330,Irvington Township,7212,23,0.3,5481,76,1626,22.5,34,0.5,12,0.2,19,0.3,17,0.2,0,652,0,524,556,551,544,533,568,499,509,471,426,389,374,342,274,61,3.8,22.9,0,0.1,0.5
13,Essex,2730,Livingston Twp,6089,3334.5,54.8,249,4.1,281,4.6,2007,33,11,0.2,11,0.2,195.5,3.2,44,2,0,346,397,398,437,426,483,503,502,493,497,452,496.5,487.5,125,1.8,0.5,1.9,0,0,0
13,Essex,3190,Millburn Twp,4756,2295.5,48.3,98,2.1,227.5,4.8,1831,38.5,6,0.1,2,0,296,6.2,37,1,0,281,341,352,372,386,382,417,416,348,364,320,323,358.5,57.5,1.3,0,2.7,0,0.3,0
13,Essex,3310,Montclair Town,6595,3381.5,51.3,1474,22.4,857.5,13,351,5.3,8,0.1,7,0.1,516,7.8,0,15,0,491,478,452,433,466,522,490,525,527,491.5,487.5,536.5,489.5,191,12.3,3,0.8,0,0.7,0.5
13,Essex,3570,Newark City,36676,2874,7.8,14659.5,40,18674.5,50.9,334,0.9,72,0.2,62,0.2,0,0,0,1937,0,2338,2612,2640,2511,2607,2569,2582,2618,2544,2128,2142,2013,2216.5,3218.5,76,6.9,16.8,0,0,1.6
13,Essex,3630,North Caldwell Boro,689,586,85.1,12,1.7,28,4.1,52,7.5,1,0.1,0,0,10,1.5,19,3,0,82,89,79,105,102,86,102,0,0,0,0,0,0,22,0,0,0,0,0,0
