County_ID,County_Name,Dist_ID,District_Name,School_ID,School_Name,PRGCODE,Grade_Level,WH_M,WH_F,BL_M,BL_F,HI_M,HI_F,AS_M,AS_F,AM_M,AM_F,PI_M,PI_F,MU_M,MU_F,Row_Total,Free_Lunch,Reduced_Price_Lunch,English_Learners,Migrant
01,ATLANTIC,0110,ATLANTIC CITY,120,Richmond Avenue School,05,05,2,0,4,3,16,15,10,9,0,0,0,2,0,0,61,,,,
01,ATLANTIC,0110,ATLANTIC CITY,120,Richmond Avenue School,06,06,1,1,2,4,17,15,10,10,0,0,1,1,0,2,64,,,,
01,ATLANTIC,0110,ATLANTIC CITY,120,Richmond Avenue School,07,07,2,1,4,4,11,12,11,4,0,0,1,2,0,0,52,,,,
01,ATLANTIC,0110,ATLANTIC CITY,120,Richmond Avenue School,08,08,1,3,3,4,17,14,5,7,0,0,1,0,0,0,55,,,,
01,ATLANTIC,0110,ATLANTIC CITY,120,Richmond Avenue School,UG,UG,0,0,4,2,5,6,0,0,0,0,0,0,1,0,18,,,,
01,ATLANTIC,0110,ATLANTIC CITY,120,Richmond Avenue School,55,TOTAL,17,12,39,33,169,171,94,85,0,0,13,8,2,5,648,476,31,201,0
01,ATLANTIC,0110,ATLANTIC CITY,130,Venice Park School,PF,PK,0,0,18,24,6,10,3,1,0,0,0,0,0,0,62,,,,
01,ATLANTIC,0110,ATLANTIC CITY,130,Venice Park School,UG,UG,0,0,8,2,12,3,1,1,0,0,0,0,1,0,28,,,,
01,ATLANTIC,0110,ATLANTIC CITY,130,Venice Park School,55,TOTAL,0,0,26,26,18,13,4,2,0,0,0,0,1,0,90,69,5,0,0
01,ATLANTIC,0110,ATLANTIC CITY,140,Dr Martin Luther King Jr School Complex,PF,PK,0,0,17,24,19,9,9,16,0,0,0,0,0,1,95,,,,
01,ATLANTIC,0110,ATLANTIC CITY,140,Dr Martin Luther King Jr School Complex,KF,KG,0,0,23,21,2,3,0,0,0,0,0,0,0,1,50,,,,
01,ATLANTIC,0110,ATLANTIC CITY,140,Dr Martin Luther King Jr School Complex,01,01,0,3,39,37,4,7,1,0,0,0,0,0,0,0,91,,,,
01,ATLANTIC,0110,ATLANTIC CITY,140,Dr Martin Luther King Jr School Complex,02,02,1,0,35,22,1,5,0,0,0,0,0,0,0,1,65,,,,
01,ATLANTIC,0110,ATLANTIC CITY,140,Dr Martin Luther King Jr School Complex,03,03,1,0,30,24,6,5,1,0,0,0,0,0,0,1,68,,,,
