"County Code","County Name","District Code","District Name","Total Enrollment","White","Black","Hispanic","Asian","Native American","Hawaiian Native","Two Or More Races","%Free Lunch","%Reduced Lunch","Pre-K","Kindergarten","First Grade","Second Grade","Third Grade","Fourth Grade","Fifth Grade","Sixth Grade","Seventh Grade","Eighth Grade","Ninth Grade","Tenth Grade","Eleventh Grade","Twelfth Grade"
"13","Essex","2330","Irvington Township",-5.2,-13,-6.4,-0.4,-29.4,-8.3,-15.8,-17.6,1.5,0.5,-16.4,-14.1,-5.9,-6.9,-6.6,-4.1,-12.5,2.2,-5.3,2.5,2.3,2.6,-4,0.6
"13","Essex","2730","Livingston Twp",-1.4,-6.2,-3.2,-2.5,6.2,9.1,0,5.1,-0.3,0.1,-26.1,-4,-7.8,3.8,-3.7,3.3,-9.1,-3.4,0.8,3.7,-2.4,10.4,-9.4,0.6
"13","Essex","3190","Millburn Twp",-2.4,-8.1,3.1,-8.8,4.6,-16.7,50,1.7,-0.3,0,-5.3,-4.3,-7.6,0.3,-5.1,-4.7,3.1,-9.1,-0.2,14.9,-12.6,8,-2.3,-8.4
"13","Essex","3310","Montclair Town",-3.6,-4.5,-5.3,-1.2,-5.4,-25,-28.6,5,0.399999999999999,-0.3,-26.7,-24.2,0.4,1.1,2.3,-7.3,-13.6,4.7,-5.9,-0.6,4.4,-1.4,-10,5.4
"13","Essex","3570","Newark City",-0.7,-5,-3.6,2.1,0.3,16.7,6.5,NA,-6.09999999999999,0.3,1.8,-4.2,-7,-3.4,3,-6,-3.1,-3,-1.5,2.2,9.5,8.3,6.3,-7.2
"13","Essex","3630","North Caldwell Boro",-0.7,-5.8,33.3,57.1,19.2,100,NA,-20,0,0,-13.6,-26.8,2.2,17.7,-20,2.9,20.9,-10.8,NA,NA,NA,NA,NA,NA
"13","Essex","3750","Nutley Town",-2.1,-4.8,2.7,1.6,-2.4,-14.3,0,21.8,0.100000000000001,-1.2,-27.3,-5.1,-7,5.1,-17.5,9.8,-1.4,0.3,-13.7,27.7,-3.1,-14.7,6.9,-0.7
"13","Essex","3880","City Of Orange Twp",-0.4,5.9,-3.4,2.8,33.3,25,-50,29,-4.5,-0.8,-10,14.1,-11.7,-3,0.3,1.6,-14.8,10.7,-4.2,-3.5,13.2,-7.9,9.2,-4.8
"13","Essex","4530","Roseland Boro",-2.4,-1.9,-12.5,1.7,-5.7,NA,-100,0,0.5,-0.2,-22.2,-7.3,6.9,-7.4,-4.3,9,11.5,-14.7,NA,NA,NA,NA,NA,NA
"13","Essex","4900","South Orange-Maplewood",-5,-5.8,-7.8,1,-4.7,12.5,12.5,4.9,-0.700000000000001,-0.3,-17.3,-25.6,-9.5,1.1,-8.8,-6.6,-2.1,-4.1,-2.2,1.2,-3.5,6.3,-6.8,-0.6
"13","Essex","5370","Verona Boro",-3.7,-2.6,-10,-8.4,-16.8,-20,0,10.9,0,0,-25,-14.8,1.2,0,-6.5,16.9,-4.1,-15.7,-1.7,-1.7,12.8,-18.2,-9.8,6.2
"13","Essex","5630","West Essex Regional",-1.5,-3.3,60,0.7,2.2,0,33.3,20.8,-0.8,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,-1.4,-1.4,4.3,-1.9,-0.7,-6.6
"13","Essex","5680","West Orange Town",0.4,-2.2,-1,3.3,-2.8,-16.7,0,4.1,-2.8,0.5,-85.2,-6.2,-5.2,0,1.3,4.8,-16.2,7.3,1,0.8,3.9,-5.1,-2.4,23.4
"15","Gloucester","0860","Clayton Boro",-2.7,-4,-1.1,-1.4,-7.7,0,NA,-1.3,-1.7,-0.5,-24.8,-11.9,35.5,-21.5,-15.5,19.6,-2.9,-10.2,10.7,-12.8,0,-3.6,27.9,-14.6
"15","Gloucester","0870","Clearview Regional",0.8,0.7,0,7.2,1.1,-100,-100,-5,-1.3,-0.4,NA,NA,NA,NA,NA,NA,NA,NA,12.4,-12.2,3.9,-0.6,-4.1,9.9
"15","Gloucester","1100","Deptford Twp",-4.7,-7.1,-5.3,1.6,-1.9,0,-14.3,18.3,0.300000000000001,-0.9,-33.3,-12.4,-7.8,2.3,-11.7,6.7,-11.8,-14.3,-6.8,34.9,-2.8,-0.8,-8.9,4.2
"15","Gloucester","1180","East Greenwich Twp",-1.1,-1.7,10,-12.5,-1.9,NA,50,9.9,0.6,0.1,-15.4,-9.1,4.7,3,-8,-5.8,11.6,2.9,NA,NA,NA,NA,NA,NA
"15","Gloucester","1330","Elk Twp",-3.7,-6.2,2.4,0,16.7,NA,0,0,-10.6,-1.4,-56.2,43.2,-15,-17,-4.4,10.8,-9.3,14.3,NA,NA,NA,NA,NA,NA
"15","Gloucester","1590","Franklin Twp",-8.4,-8.1,-15.8,-10.1,-30.8,0,NA,5.4,-1.5,-0.899999999999999,-38.5,-23.4,-7.1,-5.2,-7,9.9,-23.6,0,NA,NA,NA,NA,NA,NA
"15","Gloucester","1715","Gateway Regional",-2.8,-5.4,8.2,2.3,-4.3,NA,-33.3,24,-4.7,-2.1,NA,NA,NA,NA,NA,NA,NA,NA,-10.1,6.2,7.6,-14.1,6.9,-9.8
"15","Gloucester","1730","Glassboro",-5.9,-9.4,-8.2,3.9,-8.1,0,0,-2.1,4.5,0.8,-46.4,-2.3,-16.8,-11.7,-18.9,10.2,-8.3,-13.5,-2.7,-0.7,1.6,-4.9,-5.8,27.9
"15","Gloucester","1774","Gloucester Co Spec Serv",-3.9,-7.1,-2.3,4.7,-28.6,-100,NA,6.7,-0.5,-1.6,-60,-50,-70,250,-83.3,-25,-37.5,-25,66.7,-100,30,-44.4,-77.8,-68.2
"15","Gloucester","1775","Gloucester Co Vocational",2.8,1.3,0,16.1,11.3,NA,100,1.4,-2.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-5.3,7.2,11
"15","Gloucester","1830","Greenwich Twp",-14.5,-15.7,-20.8,-12.8,-28.6,NA,0,0,-15.3,-5.3,-100,-41.9,17.1,-26.7,-29.6,26.8,-26.4,4.1,8.7,-19.6,NA,NA,NA,NA
"15","Gloucester","2070","Harrison Twp",-8,-6.4,-8.8,-15.5,-21.9,0,NA,-11.8,-1.1,0,-40,-5.8,-6.1,-1.6,3.4,-8.1,-18.6,-5.7,NA,NA,NA,NA,NA,NA
"15","Gloucester","2440","Kingsway Regional",0.5,0,-2.5,-6.2,1.6,100,100,30.4,-0.5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,-4.7,6.6,3.5,1.5,1.5,-3.9
"15","Gloucester","2750","Logan Twp",0.4,-0.5,9.1,6.9,11.1,0,NA,-15,-3.1,-0.5,31.8,58.5,-31.8,-30.1,8,-3.3,-2.2,5.4,29.2,-14.6,NA,NA,NA,NA
"15","Gloucester","2990","Mantua Twp",-5,-7.4,-6.6,8.6,-7.4,NA,NA,24.1,-2,-0.4,-11.4,3.2,11.4,-23.1,8.2,-10.2,-2.4,-10.9,NA,NA,NA,NA,NA,NA
"15","Gloucester","3280","Monroe Twp",-0.8,-3.1,4.2,3.1,-1.2,-6.7,0,6.5,-3.9,-1.1,-25,10.5,-5.6,-6.7,-4.4,-9.3,0.5,0.2,-6.3,3.2,4.6,0.2,-5.1,15.2
"15","Gloucester","3490","National Park Boro",1.4,-3.7,31.2,17.6,NA,0,NA,44.4,0.200000000000003,1.6,11.1,-7.9,8.8,-14.6,5,0,-2.6,40,NA,NA,NA,NA,NA,NA
"15","Gloucester","4020","Paulsboro Boro",-2.4,-6.8,-7.3,22,14.3,0,-25,-2,-40.3,0,-40.2,-25,2.2,-2.2,7.4,2.5,-12.9,64.9,-10.8,-3.2,-4.1,20.5,-4.5,8.2
"15","Gloucester","4140","Pitman Boro",-9.3,-9,-18.2,-15.9,-13.3,NA,50,-4.9,-8,-2.4,-57.6,-20.7,-14,10.5,-33.3,20,-18.9,-12.1,-5,-17,32.9,-23.3,-4.5,-7.1
"15","Gloucester","4880","South Harrison Twp",-4.5,-4.8,-33.3,-40.9,20,NA,NA,333.3,1.5,-1.1,-61.1,25.7,-33.3,39.5,-16.7,-4.3,-4.3,2.2,NA,NA,NA,NA,NA,NA
"15","Gloucester","4940","Delsea Regional H.S Dist.",-3.2,-3.9,-6,0.7,-23.1,NA,NA,9.2,-10,-1.6,NA,NA,NA,NA,NA,NA,NA,NA,-15.1,-1.1,4.1,0,8.1,-11.6
"15","Gloucester","5120","Swedesboro-Woolwich",-5.4,-5.2,-10.1,-3,-17.6,-50,-100,20,-2.5,-0.899999999999999,-22,6,-2.9,-1.6,-11.5,-5.5,20.9,-23.4,NA,NA,NA,NA,NA,NA
"15","Gloucester","5500","Washington Twp",-2.9,-4.6,-0.3,17.2,-3.6,-33.3,-28.6,-2.5,-0.699999999999999,-0.6,-3.7,-17.1,-4.7,-7.6,-7.9,4.3,-3.4,2.2,0.4,-5.3,2.7,-12.5,6.7,1.9
"15","Gloucester","5590","Wenonah Boro",-0.6,0,NA,-20,0,NA,NA,0,-0.6,-1.8,37.5,-44.4,70.6,-33.3,114.3,-36,21.1,-35.7,NA,NA,NA,NA,NA,NA
"15","Gloucester","5620","West Deptford Twp",-2.1,-2.2,-4.5,2.7,4.5,0,0,-8.8,-1.2,-1,-11.3,-15,8.8,-3.3,-7.3,-13.4,17.5,-8.9,1.6,-6.4,-6.2,-2.3,-4.9,20.2
"15","Gloucester","5740","Westville Boro",-5.8,-6,-7,-3.2,-5.9,NA,NA,-20,-8,4.3,-25,0,7.3,-24,-4.8,2.3,0,-15.7,NA,NA,NA,NA,NA,NA
"15","Gloucester","5860","Woodbury City",-0.6,-12.1,5.6,0.9,13.6,0,-50,5,-6.3,-0.899999999999999,-26.6,0.9,0.9,-18.4,4.3,18.4,-7,10.6,0,3.8,1.8,16.5,3.5,-3.5
"15","Gloucester","5870","Woodbury Heights Boro",-7.7,-7.6,-30,9.1,-50,NA,0,16.7,-2.4,-0.3,-100,3.3,-27,11.4,-11.4,-8.6,13.3,10.7,NA,NA,NA,NA,NA,NA
"17","Hudson","0220","Bayonne City",-0.7,1.3,10.7,-6.6,-1.6,86.7,28.6,12.2,-3.6,-0.9,-13,2.6,-8.7,3.1,-0.9,-0.6,-10.8,3,-1.3,1.5,6.6,8.8,-5.9,0.9
"17","Hudson","1200","East Newark Boro",-1.3,-29.4,0,-1.9,100,NA,NA,300,-0.900000000000006,2.3,11.8,50,55.6,-43.8,-48.3,20,30.8,4.8,-20.7,-13.3,NA,NA,NA,NA
"17","Hudson","1850","Guttenberg Town",-6.2,-4.5,12.5,-7.4,36.4,0,NA,33.3,-5,0,-57.1,-12.6,4.9,-3.9,-10.4,21.7,-10.5,-22.1,-8.7,8.2,NA,NA,NA,NA
"17","Hudson","2060","Harrison Town",-1.6,-8.4,7.5,-1.5,5.9,NA,0,-7.7,-0.0999999999999943,-0.799999999999999,0,-4.1,2.9,0,-2.2,-15.5,0,7.1,0,6.6,-11.1,3.5,1.2,-5.5
"17","Hudson","2210","Hoboken City",-0.1,2.5,-5.7,-2.3,4.2,33.3,-33.3,0,-1.4,-0.6,-100,-3,9.7,8.8,0,0,12.9,-0.8,-13.7,74,-5.4,-0.9,-12.5,29.6
"17","Hudson","2295","Hudson County Vocational",-2.1,-2.9,-5,-3,-1.4,-78.9,-25,59.1,-0.900000000000006,-0.9,NA,NA,NA,NA,NA,NA,NA,-25.8,38.3,7,-13.6,2.1,2.4,0.8
"17","Hudson","2390","Jersey City",-4.1,-1.4,-6.6,-5.3,-2.3,-5,25.8,4.8,-1.3,0.3,-13.7,-9.1,-5.4,-11.1,-1.9,-4.3,-4,-14,-4.4,2.6,2.1,5.8,4.4,3.3
"17","Hudson","2410","Kearny Town",-3,-5.8,5.3,-1.9,-3,-16.7,-20,10.8,1,-0.4,-8.5,-3,-1.9,-3.9,0.6,-0.9,-4.8,-12.3,-4.1,-2,1.9,7.4,-4.3,0.5
"17","Hudson","3610","North Bergen Twp",-2.3,-3.9,15.6,-2.5,4.3,-40,0,0,-9.4,-2,-10.6,0.8,8.4,-4.9,-9.7,-3,-1,6.5,-3.4,-3.8,-2.2,-0.2,1.9,-4.7
"17","Hudson","4730","Secaucus Town",-3.2,-5.9,-7.9,-7.3,5.2,-100,0,2.9,-2.2,-1.1,11.2,-6.3,-14.3,9.4,-1.3,-11.1,-7.9,-11.3,12.9,-7.9,10.8,15.9,-8.6,-19.8
"17","Hudson","5240","Union City",-3.1,-3.1,15.7,-3.6,9.7,0,0,200,-21.1,-4.2,-24.1,-8.1,-5.5,-5.2,-3.8,0.2,1.8,-3.6,-9.5,8.2,-5.8,-0.2,5,-3.9
"17","Hudson","5580","Weehawken Twp",-6.6,-4.4,-16.7,-6.9,-10.6,0,NA,10.5,6.7,-0.4,-9.1,-23.2,20,-22.2,-12.1,-8.1,-13.5,-1,1.1,3.4,-14.3,-18.4,3.2,3.2
"17","Hudson","5670","West New York Town",-3.8,-3.6,-13.2,-3.7,-5,NA,50,-25,-2.59999999999999,-0.199999999999999,-15.3,-18.8,-7,-5.2,-3.4,-4.2,-4,0.2,-7.8,4.3,-2.9,-7.1,2.7,20
"19","Hunterdon","0020","Alexandria Twp",-3.1,-2.2,0,3,-50,NA,NA,22.2,-1.9,0.7,-51.4,35.1,-5.7,-20.4,0,-19,11.3,-5.3,0,23.4,NA,NA,NA,NA
"19","Hunterdon","0370","Bethlehem Twp",-4.1,-2.7,100,-17.9,-18.2,NA,NA,0,1,-1.7,-40.9,18.5,25,-41.7,-15.4,10.5,7.7,-5,26.5,-16.3,NA,NA,NA,NA
"19","Hunterdon","0430","Bloomsbury Boro",-2.2,1.6,0,-50,0,NA,NA,-33.3,1.6,3.4,-75,-27.3,22.2,9.1,0,30,-30,25,0,250,NA,NA,NA,NA
"19","Hunterdon","0670","Califon Boro",15.4,10.8,NA,20,NA,NA,NA,66.7,-3.8,0,-7.7,50,66.7,NA,-100,37.5,0,83.3,-53.3,114.3,NA,NA,NA,NA
"19","Hunterdon","0910","Clinton-Glen Gardner",-3.4,-3.2,18.8,0,-20.6,NA,-20,0,-1.3,0,-38.9,-24.5,19,28.1,-28.3,2.3,0,-14,19.1,-4,NA,NA,NA,NA
"19","Hunterdon","0920","Clinton Twp",-1.1,-5,37.5,28.1,0,-100,NA,8.7,0.9,-0.6,-9.4,-8.2,7.4,9.5,-8.9,-3,-1.5,4.5,-12.4,4.3,NA,NA,NA,NA
"19","Hunterdon","1040","Delaware Twp",-5.8,-2,-25,-20,-28.6,NA,NA,-16.7,-1.8,-1.8,-44.4,58.6,-32.4,-2.5,-11.9,16.7,-18.2,7.3,8.8,-25.5,NA,NA,NA,NA
"19","Hunterdon","1050","Delaware Valley Regional",-1.1,-4.5,6.7,43.8,44.4,NA,NA,0,0.7,-0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.8,0.5,11.1,3.9
"19","Hunterdon","1160","East Amwell Twp",-5.1,-5.2,-50,4.7,-12.5,NA,NA,16.7,-2.1,0,-16.1,-15.6,-20.5,5.6,-2.5,2.7,-13.2,26.7,12.9,-22.5,NA,NA,NA,NA
"19","Hunterdon","1376","South Hunterdon Regional School District",-6.8,-9.5,-6.2,1.3,0,NA,NA,-3.2,1,-0.2,-20.7,-27.3,25,-7.4,-8.9,-37.6,31.7,-11.8,0,-22.9,-1.3,5.5,-14.5,7.7
"19","Hunterdon","1510","Flemington-Raritan Reg",-3.8,-6,-12,1.6,-0.3,0,66.7,8.9,-1,0.1,13.6,-11.1,0.7,-6.3,0.3,11.5,-14.2,11.4,-16.7,-1.8,NA,NA,NA,NA
"19","Hunterdon","1600","Franklin Twp",-7,-11.4,700,10.7,-21.4,NA,NA,NA,-1.5,0,-63.2,-3.6,61.1,10,-18.2,-24.1,-11.8,6.5,-23.7,9.1,NA,NA,NA,NA
"19","Hunterdon","1680","Frenchtown Boro",-10.7,-11.3,-75,37.5,-25,NA,NA,-12.5,1.4,1.1,-84.6,-40,157.1,-60,-26.7,0,62.5,-61.5,-26.3,122.2,NA,NA,NA,NA
"19","Hunterdon","1970","Hampton Boro",-14.6,-17.1,-100,14.3,NA,NA,NA,0,-7.8,-0.9,-100,91.7,12.5,-56.2,100,-33.3,-8.3,NA,NA,NA,NA,NA,NA,NA
"19","Hunterdon","2140","High Bridge Boro",-0.3,-6.6,28.6,22.2,25,0,NA,16.7,2,-0.9,30.8,37,-7.1,3.6,-29.5,32.3,-18.9,7.7,-11.6,-6.5,NA,NA,NA,NA
"19","Hunterdon","2220","Holland Twp",-5,-6,25,4.3,0,NA,-100,33.3,-0.6,-0.7,-58,-7.1,-2.4,-29.6,-5.7,21.3,-6,-7.1,-13.4,41.5,NA,NA,NA,NA
"19","Hunterdon","2300","Hunterdon Central Reg",-2.6,-4.5,7.4,8.1,-17,0,25,69.4,-0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.4,1.5,-8.9,-0.3
"19","Hunterdon","2308","Hunterdon Co Vocational",6.1,2,18.8,28.8,50,-100,NA,-32.1,1.5,-0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.7,8.6,-3.1,-9.5
"19","Hunterdon","2450","Kingwood Twp",-5,-10.5,350,25,-20,NA,0,200,-0.699999999999999,1.6,7.7,-19.4,30.4,-37.5,-16.3,0,35.7,-18.2,-9.6,10.9,NA,NA,NA,NA
"19","Hunterdon","2590","Lebanon Boro",-5.2,-10.1,66.7,-20,0,NA,NA,NA,1.3,0,-53.8,100,-23.1,-25,30.8,-7.7,100,-53.3,NA,NA,NA,NA,NA,NA
"19","Hunterdon","2600","Lebanon Twp",-8.6,-10.3,-18.2,31.8,12.5,0,0,NA,0.699999999999999,-1.1,-100,-21.8,-10.2,20,-22.2,17.9,-9,-6.2,-1.3,-12.5,NA,NA,NA,NA
"19","Hunterdon","3180","Milford Boro",-11.7,-6.4,0,-12.5,-66.7,NA,-100,NA,0.800000000000001,-8.3,-25,-50,-15.4,160,-16.7,100,-63.6,NA,NA,NA,NA,NA,NA,NA
"19","Hunterdon","3660","N Hunt/Voorhees Regional",-6.5,-7.8,7.3,4.9,-7.6,20,NA,-5.4,-0.2,-0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.1,-10.9,-4.4,-9.6
"19","Hunterdon","4350","Readington Twp",-4.9,-7,21.1,2,-1.6,0,0,13.3,0.3,0.1,-64,-5.9,-6.6,7.4,7.4,-23.2,25.5,-14.9,6.7,-11.1,NA,NA,NA,NA
"19","Hunterdon","5180","Tewksbury Twp",-7,-8.6,500,-5.7,-10,NA,NA,-7.7,0.7,0,-40,-5.1,4.7,-18.9,17.4,-16.1,-1.7,-7.6,3.2,-24.4,NA,NA,NA,NA
"19","Hunterdon","5270","Union Twp",-9.6,-10,-50,18.2,-25,100,0,40,-1.8,-0.2,-52,-21.6,2.8,-20.5,5.6,-20.4,17.1,-22.2,5.8,-14.8,NA,NA,NA,NA
"21","Mercer","1245","East Windsor Regional",-3.6,-7.7,-7.5,-0.6,-2.1,33.3,18.8,-7.3,0,-1.3,-17.9,-16.7,-5.9,6,-7.4,-5.8,-2.4,-4.3,-7.1,11.1,-10.1,-2,-20.4,21.2
"21","Mercer","1430","Ewing Twp",-2.1,-8.1,-2.8,6.4,-8.2,NA,25,13,-1.1,0,-97.6,-17.5,8.5,-13,-2.7,-8.4,-9.1,5.6,7.9,2.9,30.3,1.9,-19,17.5
"21","Mercer","1431","Katzenbach",4,13.8,5.3,0,-25,NA,NA,0,6.1,-1.7,50,-100,0,-100,-66.7,NA,-100,NA,-100,NA,NA,NA,NA,0
"21","Mercer","1950","Hamilton Twp",-1.5,-4.6,-2,1.8,1.2,-7.7,22.2,4.1,1.4,0.300000000000001,-18.3,-6.9,-1.6,-2.2,-5.9,4.2,-9.2,5.9,2.9,-2.7,-3.7,4,-7.5,6.9
"21","Mercer","2280","Hopewell Valley Regional",-1.1,-2.3,3.1,8,-0.4,NA,0,3.7,-0.3,-0.1,7.8,-7.5,-11.6,11.4,-0.9,12.4,-13.7,-3.2,3.4,0.7,-6,-6.5,-0.6,6.2
"21","Mercer","2580","Lawrence Twp",-4.2,-6.4,-0.2,-0.1,-6.9,50,-25,-3.1,1.1,-0.4,-46.6,-5.9,-9,-7.9,-7.7,8.4,4,-13.7,-6.4,0.3,-3.4,-4,3.1,3
"21","Mercer","3103","Mercer County Special Services School District",-7.8,-13.3,-10.3,0,-9.1,0,NA,-7.1,2.09999999999999,-0.5,-75,-100,100,-100,100,NA,-100,-100,-25,0,25,50,0,-33.3
"21","Mercer","3105","Mercer County Vocational",3.9,6.1,-21.8,23.3,18.3,-100,NA,-14.3,-0.0999999999999979,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,-3.4,16,-3.4
"21","Mercer","4255","Princeton Public Schools",-4.7,-7.6,0.2,-5.7,-1.6,-50,0,4.9,0.6,-0.5,-30.6,-29.5,-6,-18.4,-3.9,0.9,-8.7,1.5,-4.9,13.9,-11.3,-9.8,-1.5,18.8
"21","Mercer","5210","Trenton Public School District",1.8,8.3,7.9,-2.1,-25.8,0,33.3,32.8,-22.8,-0.3,-100,2.6,3.7,0.7,1.5,-2.6,3.8,15.4,3.9,-6.3,-20,13.2,11,-1.2
"21","Mercer","5510","Robbinsville Twp",-2.3,-7.9,18.1,-1.6,4.3,14.3,0,5,0.4,-0.1,-56.2,-16,-2.8,-0.6,-19.1,-4.5,11.2,-15.1,11.8,-4.6,3.6,-20.3,29.3,5.7
"21","Mercer","5715","W Windsor-Plainsboro Reg",-2.4,-10.6,2.6,7.2,-2.1,80,-14.3,33.3,0.7,-0.6,-20.8,-11.9,-2.6,-1.3,-4.6,-5.2,-4.1,0.3,-3.9,0.4,-5.3,-1,0.6,10.6
"23","Middlesex","0750","Carteret Boro",-3.6,-9.7,-6.4,-2.9,-0.3,-20,-20,-6,-5.5,-1,-15.5,10.9,-8.5,-5.1,0.8,-3.1,-15.9,1.6,16.7,-7.7,-8.5,-18.1,13,-11
"23","Middlesex","0970","Cranbury Twp",-4.4,-6.1,17.6,-9.1,-1.8,NA,NA,-9.1,0.1,0.5,-68.4,0,16.7,-22.7,-29,34,-6,-30,36.4,3.6,NA,NA,NA,NA
"23","Middlesex","1140","Dunellen Boro",-2.1,-8.7,-1.3,2.5,-3,0,0,-11.8,0.100000000000001,-0.4,28.6,-4.8,-23.6,3,27.3,-5.6,4.8,-9.8,-15.9,22.7,-10,2.4,-20.2,28.7
"23","Middlesex","1170","East Brunswick Twp",-2.2,-5.5,0.2,8.9,-1.6,21.4,13.6,7.1,1,-0.0999999999999996,10.3,-6.7,-17.6,-1.1,4.6,-0.2,-2.3,-7.2,0.2,5.1,2,-10.4,1.6,3.1
"23","Middlesex","1290","Edison Twp",-0.3,-7.3,-3.4,1.1,0.8,21.7,-5,1.5,-4.1,0.5,-44.9,9.7,-1.2,-8.9,3.1,-0.4,-1.7,-1.1,-3,3.7,2,3.5,-6.3,7
"23","Middlesex","2150","Highland Park Boro",-3.1,-4.8,10.3,1.8,-9.9,0,-33.3,-5,2.1,-1.1,1.7,-30.6,-9.6,-5.2,-2.6,5.9,-19.8,3.5,0.8,-11.9,34,-10.5,11.7,8.5
"23","Middlesex","2370","Jamesburg Boro",-7,-10.2,4.5,-5.4,-11.8,100,-50,-30,-2.2,-0.299999999999999,-18.3,3.9,-12.7,-18.2,-10.1,-2.7,27.3,-17.2,13.3,-13.9,NA,NA,NA,NA
"23","Middlesex","3120","Metuchen Boro",0.4,-3.2,9.5,4.4,2.4,0,25,9.8,-0.600000000000001,-0.1,-33.3,24.7,-12.5,-16.8,17.2,-13.9,2.1,5.6,3.5,1.1,4.6,-7.6,3.2,12.9
"23","Middlesex","3140","Middlesex Boro",-3.7,-7.2,-0.4,3,-12.8,0,-14.3,-3.8,0.700000000000003,0.3,-54.5,-27.1,5.2,19.4,-23,1.4,10.6,3.9,-12.9,-1.8,12.5,-19.5,0.9,3
"23","Middlesex","3145","Educational Services Commission Of New Jersey",-8.1,-6.4,-12,-13.8,1.1,100,-100,87.5,0.6,-0.4,-50,100,50,0,100,-33.3,-42.9,100,-50,0,100,-36.4,100,-25
"23","Middlesex","3150","Middlesex Co Vocational",1.9,1.4,0.3,0.9,5.6,NA,100,-18.2,-2.59999999999999,0.199999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.5,5.1,4.8,0.1
"23","Middlesex","3220","Milltown Boro",-3,-3.5,3.1,-4.5,0,-25,0,18.8,0.9,-0.0999999999999996,-55.8,7.1,5.2,7,-30.8,35.6,-19.2,15.7,6.2,-10,NA,NA,NA,NA
"23","Middlesex","3290","Monroe Twp",1.1,-7.3,3.6,9.9,7,500,22.2,11.1,0.100000000000001,-0.0999999999999999,-36.8,3,-5.6,2.1,-7.3,7.1,-3.6,-0.2,-1.8,3.5,14.7,-2.7,-9,13.8
"23","Middlesex","3530","New Brunswick City",-0.8,-16.9,-9.4,0.1,-2.6,-11.1,100,-3.4,21.6,-5.7,-12.5,-3.5,-13.6,-9,-5.3,-3.6,-5.6,6.4,0.6,15.6,6.3,0.2,13.4,19.3
"23","Middlesex","3620","North Brunswick Twp",-3.2,-10,-2,-0.8,-4.2,45.5,-14.3,0.7,-4.8,-0.6,79.3,-19,1.1,-5.6,-13,-6.5,-10,-0.2,-11.9,-1.1,0.3,-2.6,1.5,0.4
"23","Middlesex","3845","Old Bridge Twp",-4.2,-6,-6.6,0.9,-3.1,9.1,37.5,13.4,-1.2,-1.5,NA,-20.5,6.1,-6.1,-12.2,2.4,-6,-2.2,-8.5,-0.6,-6.4,4.5,-2.3,-4.4
"23","Middlesex","4090","Perth Amboy City",-2.2,-3.5,-2.5,-2,-10,0,0,-15.8,-7.8,2.5,-5.1,-10.3,-5.9,-2.4,-0.3,-5.3,-0.9,-4.1,-0.5,5.8,-14,13.2,27.7,0.8
"23","Middlesex","4130","Piscataway Twp",-2,-7.5,-4.8,1.5,0,4,13.6,-2.8,-1.8,-1.9,10.1,-4.2,-5.6,-0.4,-7.5,5.4,-8.5,9.8,-9.2,9,-10.4,0.8,-10,1.8
"23","Middlesex","4660","Sayreville Boro",-3,-2.9,-1.9,-8.3,-1.7,35.9,-4.2,7.7,0.699999999999999,-1.2,25.1,-10,-3.2,-2.6,-1.2,-9.1,-0.4,-12.9,6.2,-5.4,6.2,-11.4,-3.8,0
"23","Middlesex","4830","South Amboy City",-2.1,-5.7,0,2.2,-5.4,NA,0,14.3,0.300000000000004,-0.4,-16.9,-12.7,-25.5,6.8,-7.7,7.2,-16.9,3.4,0,25.7,-14,-13.8,37,-3.8
"23","Middlesex","4860","South Brunswick Twp",-2.6,-9,2.3,0.9,-1.8,61.1,14.3,0,-0.4,-0.0999999999999996,-15,-6,-1.5,-10.4,3.6,-10.2,4,-3.9,1.7,-13.6,0,-2.8,-0.3,5
"23","Middlesex","4910","South Plainfield Boro",0.1,-2.4,-2.7,1.6,1.6,175,0,25.4,-2.3,-0.2,-40,-2.8,1.7,-3.1,0,6.1,5.2,-10.9,-12.9,5.7,2.2,1.7,-3.8,16.2
"23","Middlesex","4920","South River Boro",-1,-2.3,5,-1,-1.8,0,0,9.8,2.8,0.6,16.7,-14.9,-14.1,7.9,-5.3,-13.4,13.5,-18.1,22.6,-11.2,-2.4,4.4,11,0
"23","Middlesex","4970","Spotswood Boro",-4.2,-6.1,0,1.8,-4.5,20,NA,0,0.100000000000001,-0.5,-34.9,-26,25.7,-14.5,-33,15.4,-25.2,24.7,-22.8,17.1,-6.8,9.4,1.9,-1.8
"23","Middlesex","5850","Woodbridge Twp",-0.4,-3.8,0.6,2.8,-0.4,0,NA,13.1,-1.1,-0.600000000000001,-7.3,-13.3,-0.8,1.2,2.7,1.1,-10.9,-1.9,0.9,4.3,4.3,-8.7,5,9.5
